,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,AQI,AQI_Category
1,10/3/2025,81,52,14,2,1,7,169.2758621,52,2.5,1.25,162.4050633,14,169.2758621,Moderate
2,10/4/2025,80,44,14,2,1,7,165.862069,44,2.5,1.25,162.4050633,14,165.862069,Moderate
3,10/5/2025,76,47,14,1,1,7,152.2068966,47,1.25,1.25,162.4050633,14,162.4050633,Moderate
4,10/6/2025,80,53,14,2,1,6,165.862069,53,2.5,1.25,149.8734177,14,165.862069,Moderate
5,10/7/2025,87,55,14,2,2,7,189.7586207,55,2.5,2.5,162.4050633,14,189.7586207,Moderate
6,10/8/2025,81,54,14,1,2,6,169.2758621,54,1.25,2.5,149.8734177,14,169.2758621,Moderate
7,10/9/2025,77,54,14,2,2,8,155.6206897,54,2.5,2.5,174.9367089,14,174.9367089,Moderate
8,10/10/2025,85,54,14,2,3,6,182.9310345,54,2.5,3.75,149.8734177,14,182.9310345,Moderate
9,10/11/2025,84,54,14,2,3,7,179.5172414,54,2.5,3.75,162.4050633,14,179.5172414,Moderate
10,10/12/2025,85,45,14,1,1,6,182.9310345,45,1.25,1.25,149.8734177,14,182.9310345,Moderate
11,10/13/2025,74,40,14,1,1,8,145.3793103,40,1.25,1.25,174.9367089,14,174.9367089,Moderate
12,10/14/2025,65,36,14,1,2,8,114.6551724,36,1.25,2.5,174.9367089,14,174.9367089,Moderate
13,10/15/2025,58,35,14,1,1,6,96.62068966,35,1.25,1.25,149.8734177,14,149.8734177,Moderate
14,10/16/2025,57,33,14,2,1,6,94.93103448,33,2.5,1.25,149.8734177,14,149.8734177,Moderate
15,10/17/2025,51,34,14,2,1,7,84.79310345,34,2.5,1.25,162.4050633,14,162.4050633,Moderate
16,10/21/2025,43,32,14,1,1,5,71.27586207,32,1.25,1.25,137.3417722,14,137.3417722,Moderate
17,10/22/2025,49,37,14,2,1,5,81.4137931,37,2.5,1.25,137.3417722,14,137.3417722,Moderate
18,10/24/2025,49,24,14,2,1,6,81.4137931,24,2.5,1.25,149.8734177,14,149.8734177,Moderate
19,10/25/2025,42,24,14,2,2,6,69.5862069,24,2.5,2.5,149.8734177,14,149.8734177,Moderate
20,10/26/2025,42,27,14,2,2,7,69.5862069,27,2.5,2.5,162.4050633,14,162.4050633,Moderate
21,10/27/2025,49,30,14,1,1,8,81.4137931,30,1.25,1.25,174.9367089,14,174.9367089,Moderate
22,10/28/2025,54,26,14,1,1,7,89.86206897,26,1.25,1.25,162.4050633,14,162.4050633,Moderate
23,10/30/2025,60,33,14,2,1,5,100,33,2.5,1.25,137.3417722,14,137.3417722,Moderate
24,10/31/2025,64,38,14,2,2,7,111.2413793,38,2.5,2.5,162.4050633,14,162.4050633,Moderate
25,11/1/2025,69,44,14,2,1,5,128.3103448,44,2.5,1.25,137.3417722,14,137.3417722,Moderate
26,11/2/2025,74,43,14,2,2,5,145.3793103,43,2.5,2.5,137.3417722,14,145.3793103,Moderate
27,11/5/2025,80,52,14,1,1,6,165.862069,52,1.25,1.25,149.8734177,14,165.862069,Moderate
28,11/6/2025,84,55,14,1,1,8,179.5172414,55,1.25,1.25,174.9367089,14,179.5172414,Moderate
29,11/7/2025,85,57,14,1,1,7,182.9310345,57,1.25,1.25,162.4050633,14,182.9310345,Moderate
30,11/8/2025,80,57,14,1,1,6,165.862069,57,1.25,1.25,149.8734177,14,165.862069,Moderate
31,11/9/2025,80,56,14,2,1,5,165.862069,56,2.5,1.25,137.3417722,14,165.862069,Moderate
32,11/10/2025,78,55,14,2,1,7,159.0344828,55,2.5,1.25,162.4050633,14,162.4050633,Moderate
33,11/12/2025,75,51,14,2,1,7,148.7931034,51,2.5,1.25,162.4050633,14,162.4050633,Moderate
34,11/13/2025,81,46,14,1,1,6,169.2758621,46,1.25,1.25,149.8734177,14,169.2758621,Moderate
35,11/14/2025,71,46,14,2,2,5,135.137931,46,2.5,2.5,137.3417722,14,137.3417722,Moderate
36,11/15/2025,70,49,14,1,1,5,131.7241379,49,1.25,1.25,137.3417722,14,137.3417722,Moderate
37,11/16/2025,80,52,14,2,1,9,165.862069,52,2.5,1.25,187.4683544,14,187.4683544,Moderate
38,11/17/2025,78,49,14,2,1,7,159.0344828,49,2.5,1.25,162.4050633,14,162.4050633,Moderate
39,11/18/2025,68,39,14,2,1,6,124.8965517,39,2.5,1.25,149.8734177,14,149.8734177,Moderate
40,11/19/2025,57,43,14,2,1,6,94.93103448,43,2.5,1.25,149.8734177,14,149.8734177,Moderate
41,11/20/2025,69,51,14,1,4,7,128.3103448,51,1.25,5,162.4050633,14,162.4050633,Moderate
42,11/21/2025,80,54,14,2,3,7,165.862069,54,2.5,3.75,162.4050633,14,165.862069,Moderate
43,11/22/2025,74,54,14,2,3,6,145.3793103,54,2.5,3.75,149.8734177,14,149.8734177,Moderate
44,11/23/2025,74,45,14,2,2,6,145.3793103,45,2.5,2.5,149.8734177,14,149.8734177,Moderate
45,11/24/2025,64,39,14,2,1,7,111.2413793,39,2.5,1.25,162.4050633,14,162.4050633,Moderate
46,11/25/2025,58,46,14,2,3,7,96.62068966,46,2.5,3.75,162.4050633,14,162.4050633,Moderate
47,11/26/2025,67,51,14,2,7,8,121.4827586,51,2.5,8.75,174.9367089,14,174.9367089,Moderate
48,11/27/2025,73,56,14,2,1,6,141.9655172,56,2.5,1.25,149.8734177,14,149.8734177,Moderate
49,12/1/2025,81,57,14,1,1,7,169.2758621,57,1.25,1.25,162.4050633,14,169.2758621,Moderate
50,12/2/2025,84,57,14,2,1,8,179.5172414,57,2.5,1.25,174.9367089,14,179.5172414,Moderate
51,12/3/2025,84,60,14,2,1,6,179.5172414,60,2.5,1.25,149.8734177,14,179.5172414,Moderate
52,12/4/2025,85,53,14,1,3,8,182.9310345,53,1.25,3.75,174.9367089,14,182.9310345,Moderate
53,12/5/2025,104,58,14,2,1,6,245.3793103,58,2.5,1.25,149.8734177,14,245.3793103,Poor
54,12/6/2025,144,61,14,2,1,5,318.6511628,61,2.5,1.25,137.3417722,14,318.6511628,Very Poor
55,12/8/2025,158,68,14,2,1,6,329.3953488,68,2.5,1.25,149.8734177,14,329.3953488,Very Poor
56,12/9/2025,159,62,14,2,1,5,330.1627907,62,2.5,1.25,137.3417722,14,330.1627907,Very Poor
57,12/10/2025,148,71,14,2,1,7,321.7209302,71,2.5,1.25,162.4050633,14,321.7209302,Very Poor
58,12/11/2025,165,77,14,1,2,6,334.7674419,77,1.25,2.5,149.8734177,14,334.7674419,Very Poor
59,12/12/2025,172,76,14,2,2,5,340.1395349,76,2.5,2.5,137.3417722,14,340.1395349,Very Poor
60,12/13/2025,170,73,14,2,2,6,338.6046512,73,2.5,2.5,149.8734177,14,338.6046512,Very Poor
61,12/14/2025,168,71,14,2,2,6,337.0697674,71,2.5,2.5,149.8734177,14,337.0697674,Very Poor
62,12/15/2025,164,67,14,2,2,7,334,67,2.5,2.5,162.4050633,14,334,Very Poor
63,12/16/2025,148,39,14,2,21,6,321.7209302,39,2.5,26.25,149.8734177,14,321.7209302,Very Poor
64,7/1/2025,76,53,14,2,1,7,152.2068966,53,2.5,1.25,162.4050633,14,162.4050633,Moderate
65,7/2/2025,76,53,14,2,1,7,152.2068966,53,2.5,1.25,162.4050633,14,162.4050633,Moderate
66,7/3/2025,76,54,14,2,1,7,152.2068966,54,2.5,1.25,162.4050633,14,162.4050633,Moderate
67,7/4/2025,80,55,14,2,1,6,165.862069,55,2.5,1.25,149.8734177,14,165.862069,Moderate
68,7/7/2025,77,56,14,1,1,8,155.6206897,56,1.25,1.25,174.9367089,14,174.9367089,Moderate
69,7/8/2025,79,55,14,2,1,5,162.4482759,55,2.5,1.25,137.3417722,14,162.4482759,Moderate
70,7/9/2025,83,57,14,2,1,9,176.1034483,57,2.5,1.25,187.4683544,14,187.4683544,Moderate
71,7/10/2025,88,57,14,2,2,7,193.1724138,57,2.5,2.5,162.4050633,14,193.1724138,Moderate
72,7/11/2025,86,56,14,2,2,6,186.3448276,56,2.5,2.5,149.8734177,14,186.3448276,Moderate
73,7/12/2025,79,55,14,2,1,7,162.4482759,55,2.5,1.25,162.4050633,14,162.4482759,Moderate
74,7/13/2025,78,57,14,2,1,7,159.0344828,57,2.5,1.25,162.4050633,14,162.4050633,Moderate
75,7/14/2025,82,58,14,2,1,6,172.6896552,58,2.5,1.25,149.8734177,14,172.6896552,Moderate
76,7/15/2025,85,57,14,2,2,7,182.9310345,57,2.5,2.5,162.4050633,14,182.9310345,Moderate
77,7/16/2025,81,53,14,2,2,6,169.2758621,53,2.5,2.5,149.8734177,14,169.2758621,Moderate
78,7/17/2025,74,53,14,2,2,7,145.3793103,53,2.5,2.5,162.4050633,14,162.4050633,Moderate
79,7/18/2025,71,50,14,2,16,6,135.137931,50,2.5,20,149.8734177,14,149.8734177,Moderate
80,7/19/2025,66,45,14,2,1,9,118.0689655,45,2.5,1.25,187.4683544,14,187.4683544,Moderate
81,7/20/2025,61,42,14,1,11,7,101,42,1.25,13.75,162.4050633,14,162.4050633,Moderate
82,7/21/2025,59,40,14,2,1,8,98.31034483,40,2.5,1.25,174.9367089,14,174.9367089,Moderate
83,7/22/2025,57,40,14,2,1,6,94.93103448,40,2.5,1.25,149.8734177,14,149.8734177,Moderate
84,7/23/2025,57,40,14,2,1,7,94.93103448,40,2.5,1.25,162.4050633,14,162.4050633,Moderate
85,7/28/2025,79,54,14,2,1,6,162.4482759,54,2.5,1.25,149.8734177,14,162.4482759,Moderate
86,7/29/2025,79,55,14,2,2,7,162.4482759,55,2.5,2.5,162.4050633,14,162.4482759,Moderate
87,7/30/2025,74,54,14,2,2,10,145.3793103,54,2.5,2.5,200,14,200,Moderate
88,7/31/2025,78,53,14,2,1,7,159.0344828,53,2.5,1.25,162.4050633,14,162.4050633,Moderate
89,8/3/2025,81,47,14,2,1,7,169.2758621,47,2.5,1.25,162.4050633,14,169.2758621,Moderate
90,8/4/2025,68,52,14,2,2,6,124.8965517,52,2.5,2.5,149.8734177,14,149.8734177,Moderate
91,8/5/2025,76,54,14,2,1,6,152.2068966,54,2.5,1.25,149.8734177,14,152.2068966,Moderate
92,8/6/2025,80,55,14,2,1,6,165.862069,55,2.5,1.25,149.8734177,14,165.862069,Moderate
93,8/7/2025,85,55,14,2,2,6,182.9310345,55,2.5,2.5,149.8734177,14,182.9310345,Moderate
94,8/8/2025,85,57,14,2,2,8,182.9310345,57,2.5,2.5,174.9367089,14,182.9310345,Moderate
95,8/9/2025,88,57,14,2,1,7,193.1724138,57,2.5,1.25,162.4050633,14,193.1724138,Moderate
96,8/10/2025,88,53,14,2,3,8,193.1724138,53,2.5,3.75,174.9367089,14,193.1724138,Moderate
97,8/11/2025,79,50,14,2,3,7,162.4482759,50,2.5,3.75,162.4050633,14,162.4482759,Moderate
98,8/12/2025,68,49,14,1,1,5,124.8965517,49,1.25,1.25,137.3417722,14,137.3417722,Moderate
99,8/13/2025,70,37,14,2,1,7,131.7241379,37,2.5,1.25,162.4050633,14,162.4050633,Moderate
100,8/15/2025,55,34,14,2,1,6,91.55172414,34,2.5,1.25,149.8734177,14,149.8734177,Moderate
101,8/18/2025,54,43,14,2,1,6,89.86206897,43,2.5,1.25,149.8734177,14,149.8734177,Moderate
102,8/19/2025,64,51,14,2,1,7,111.2413793,51,2.5,1.25,162.4050633,14,162.4050633,Moderate
103,8/20/2025,72,53,14,2,1,9,138.5517241,53,2.5,1.25,187.4683544,14,187.4683544,Moderate
104,8/21/2025,77,55,14,2,1,6,155.6206897,55,2.5,1.25,149.8734177,14,155.6206897,Moderate
105,8/22/2025,81,55,14,2,1,8,169.2758621,55,2.5,1.25,174.9367089,14,174.9367089,Moderate
106,8/23/2025,81,55,14,2,1,6,169.2758621,55,2.5,1.25,149.8734177,14,169.2758621,Moderate
107,8/24/2025,80,55,14,2,2,7,165.862069,55,2.5,2.5,162.4050633,14,165.862069,Moderate
108,8/25/2025,79,57,14,2,2,6,162.4482759,57,2.5,2.5,149.8734177,14,162.4482759,Moderate
109,8/26/2025,79,57,14,2,1,7,162.4482759,57,2.5,1.25,162.4050633,14,162.4482759,Moderate
110,8/27/2025,78,56,14,2,1,6,159.0344828,56,2.5,1.25,149.8734177,14,159.0344828,Moderate
111,8/28/2025,77,54,14,2,1,7,155.6206897,54,2.5,1.25,162.4050633,14,162.4050633,Moderate
112,8/29/2025,72,52,14,2,2,5,138.5517241,52,2.5,2.5,137.3417722,14,138.5517241,Moderate
113,8/31/2025,75,50,14,1,2,6,148.7931034,50,1.25,2.5,149.8734177,14,149.8734177,Moderate
114,9/1/2025,78,53,14,2,2,6,159.0344828,53,2.5,2.5,149.8734177,14,159.0344828,Moderate
115,9/2/2025,81,51,14,2,1,6,169.2758621,51,2.5,1.25,149.8734177,14,169.2758621,Moderate
116,9/5/2025,74,52,14,2,1,6,145.3793103,52,2.5,1.25,149.8734177,14,149.8734177,Moderate
117,9/6/2025,74,51,14,2,2,6,145.3793103,51,2.5,2.5,149.8734177,14,149.8734177,Moderate
118,9/7/2025,73,53,14,2,2,6,141.9655172,53,2.5,2.5,149.8734177,14,149.8734177,Moderate
119,9/8/2025,76,56,14,2,2,6,152.2068966,56,2.5,2.5,149.8734177,14,152.2068966,Moderate
120,9/9/2025,80,55,14,1,1,6,165.862069,55,1.25,1.25,149.8734177,14,165.862069,Moderate
121,9/10/2025,79,57,14,1,2,7,162.4482759,57,1.25,2.5,162.4050633,14,162.4482759,Moderate
122,9/11/2025,75,58,14,2,1,7,148.7931034,58,2.5,1.25,162.4050633,14,162.4050633,Moderate
123,9/12/2025,76,58,14,2,1,6,152.2068966,58,2.5,1.25,149.8734177,14,152.2068966,Moderate
124,9/13/2025,76,58,14,2,1,6,152.2068966,58,2.5,1.25,149.8734177,14,152.2068966,Moderate
125,9/14/2025,76,56,14,2,4,6,152.2068966,56,2.5,5,149.8734177,14,152.2068966,Moderate
126,9/15/2025,79,53,14,2,3,8,162.4482759,53,2.5,3.75,174.9367089,14,174.9367089,Moderate
127,9/16/2025,84,52,14,2,2,8,179.5172414,52,2.5,2.5,174.9367089,14,179.5172414,Moderate
128,9/17/2025,75,51,14,2,2,6,148.7931034,51,2.5,2.5,149.8734177,14,149.8734177,Moderate
129,9/18/2025,69,53,14,2,1,6,128.3103448,53,2.5,1.25,149.8734177,14,149.8734177,Moderate
130,9/19/2025,77,54,14,2,2,8,155.6206897,54,2.5,2.5,174.9367089,14,174.9367089,Moderate
131,9/20/2025,78,56,14,2,2,8,159.0344828,56,2.5,2.5,174.9367089,14,174.9367089,Moderate
132,9/21/2025,82,55,14,2,2,8,172.6896552,55,2.5,2.5,174.9367089,14,174.9367089,Moderate
133,9/22/2025,78,52,14,2,2,8,159.0344828,52,2.5,2.5,174.9367089,14,174.9367089,Moderate
134,9/24/2025,70,47,14,2,1,7,131.7241379,47,2.5,1.25,162.4050633,14,162.4050633,Moderate
135,9/27/2025,61,43,14,2,1,7,101,43,2.5,1.25,162.4050633,14,162.4050633,Moderate
136,9/28/2025,61,43,14,2,1,8,101,43,2.5,1.25,174.9367089,14,174.9367089,Moderate
137,4/1/2025,83,57,14,1,1,3,176.1034483,57,1.25,1.25,112.278481,14,176.1034483,Moderate
138,4/2/2025,76,54,14,1,1,4,152.2068966,54,1.25,1.25,124.8101266,14,152.2068966,Moderate
139,4/3/2025,71,54,14,2,2,3,135.137931,54,2.5,2.5,112.278481,14,135.137931,Moderate
140,4/4/2025,74,53,14,2,1,3,145.3793103,53,2.5,1.25,112.278481,14,145.3793103,Moderate
141,4/5/2025,77,52,14,2,1,3,155.6206897,52,2.5,1.25,112.278481,14,155.6206897,Moderate
142,4/6/2025,79,54,14,2,6,3,162.4482759,54,2.5,7.5,112.278481,14,162.4482759,Moderate
143,4/7/2025,82,55,14,2,1,4,172.6896552,55,2.5,1.25,124.8101266,14,172.6896552,Moderate
144,4/8/2025,85,56,14,1,1,3,182.9310345,56,1.25,1.25,112.278481,14,182.9310345,Moderate
145,4/9/2025,87,57,14,2,1,5,189.7586207,57,2.5,1.25,137.3417722,14,189.7586207,Moderate
146,4/10/2025,83,57,14,2,1,4,176.1034483,57,2.5,1.25,124.8101266,14,176.1034483,Moderate
147,4/11/2025,80,57,14,2,1,6,165.862069,57,2.5,1.25,149.8734177,14,165.862069,Moderate
148,4/12/2025,81,57,14,2,1,5,169.2758621,57,2.5,1.25,137.3417722,14,169.2758621,Moderate
149,4/14/2025,82,56,14,2,2,4,172.6896552,56,2.5,2.5,124.8101266,14,172.6896552,Moderate
150,4/15/2025,84,55,14,2,1,5,179.5172414,55,2.5,1.25,137.3417722,14,179.5172414,Moderate
151,4/16/2025,86,56,14,2,1,3,186.3448276,56,2.5,1.25,112.278481,14,186.3448276,Moderate
152,4/17/2025,83,57,14,1,1,4,176.1034483,57,1.25,1.25,124.8101266,14,176.1034483,Moderate
153,4/18/2025,79,57,14,2,1,4,162.4482759,57,2.5,1.25,124.8101266,14,162.4482759,Moderate
154,4/19/2025,78,56,14,2,1,4,159.0344828,56,2.5,1.25,124.8101266,14,159.0344828,Moderate
155,4/20/2025,74,58,14,2,2,4,145.3793103,58,2.5,2.5,124.8101266,14,145.3793103,Moderate
156,4/21/2025,80,58,14,2,1,4,165.862069,58,2.5,1.25,124.8101266,14,165.862069,Moderate
157,4/22/2025,88,56,14,1,2,4,193.1724138,56,1.25,2.5,124.8101266,14,193.1724138,Moderate
158,4/23/2025,89,58,14,2,1,4,196.5862069,58,2.5,1.25,124.8101266,14,196.5862069,Moderate
159,4/24/2025,87,58,14,2,1,4,189.7586207,58,2.5,1.25,124.8101266,14,189.7586207,Moderate
160,4/25/2025,80,55,14,2,1,4,165.862069,55,2.5,1.25,124.8101266,14,165.862069,Moderate
161,4/26/2025,77,55,14,2,1,3,155.6206897,55,2.5,1.25,112.278481,14,155.6206897,Moderate
162,4/27/2025,76,54,14,2,1,3,152.2068966,54,2.5,1.25,112.278481,14,152.2068966,Moderate
163,4/28/2025,74,55,14,2,2,3,145.3793103,55,2.5,2.5,112.278481,14,145.3793103,Moderate
164,4/29/2025,77,56,14,2,1,4,155.6206897,56,2.5,1.25,124.8101266,14,155.6206897,Moderate
165,4/30/2025,81,56,14,2,1,4,169.2758621,56,2.5,1.25,124.8101266,14,169.2758621,Moderate
166,5/1/2025,81,57,14,2,2,4,169.2758621,57,2.5,2.5,124.8101266,14,169.2758621,Moderate
167,5/2/2025,84,57,14,2,1,4,179.5172414,57,2.5,1.25,124.8101266,14,179.5172414,Moderate
168,5/3/2025,84,53,14,2,1,5,179.5172414,53,2.5,1.25,137.3417722,14,179.5172414,Moderate
169,5/4/2025,76,54,14,2,1,4,152.2068966,54,2.5,1.25,124.8101266,14,152.2068966,Moderate
170,5/5/2025,74,56,14,2,1,4,145.3793103,56,2.5,1.25,124.8101266,14,145.3793103,Moderate
171,5/6/2025,69,51,14,1,1,3,128.3103448,51,1.25,1.25,112.278481,14,128.3103448,Moderate
172,5/7/2025,71,53,14,2,1,5,135.137931,53,2.5,1.25,137.3417722,14,137.3417722,Moderate
173,5/8/2025,78,55,14,2,2,4,159.0344828,55,2.5,2.5,124.8101266,14,159.0344828,Moderate
174,5/9/2025,76,56,14,2,1,4,152.2068966,56,2.5,1.25,124.8101266,14,152.2068966,Moderate
175,5/10/2025,81,56,14,1,1,3,169.2758621,56,1.25,1.25,112.278481,14,169.2758621,Moderate
176,5/11/2025,80,55,14,2,1,4,165.862069,55,2.5,1.25,124.8101266,14,165.862069,Moderate
177,5/12/2025,78,54,14,2,1,4,159.0344828,54,2.5,1.25,124.8101266,14,159.0344828,Moderate
178,5/13/2025,76,55,14,1,2,4,152.2068966,55,1.25,2.5,124.8101266,14,152.2068966,Moderate
179,5/14/2025,80,57,14,1,1,4,165.862069,57,1.25,1.25,124.8101266,14,165.862069,Moderate
180,5/15/2025,84,58,14,2,1,5,179.5172414,58,2.5,1.25,137.3417722,14,179.5172414,Moderate
181,5/16/2025,82,54,14,2,1,5,172.6896552,54,2.5,1.25,137.3417722,14,172.6896552,Moderate
182,5/17/2025,72,51,14,1,2,3,138.5517241,51,1.25,2.5,112.278481,14,138.5517241,Moderate
183,5/18/2025,65,51,14,1,1,3,114.6551724,51,1.25,1.25,112.278481,14,114.6551724,Moderate
184,5/19/2025,64,52,14,2,1,5,111.2413793,52,2.5,1.25,137.3417722,14,137.3417722,Moderate
185,5/20/2025,68,52,14,2,2,5,124.8965517,52,2.5,2.5,137.3417722,14,137.3417722,Moderate
186,5/21/2025,68,51,14,2,1,4,124.8965517,51,2.5,1.25,124.8101266,14,124.8965517,Moderate
187,5/22/2025,66,54,14,2,1,4,118.0689655,54,2.5,1.25,124.8101266,14,124.8101266,Moderate
188,6/10/2025,69,52,14,2,1,5,128.3103448,52,2.5,1.25,137.3417722,14,137.3417722,Moderate
189,6/11/2025,69,52,14,2,1,6,128.3103448,52,2.5,1.25,149.8734177,14,149.8734177,Moderate
190,6/12/2025,72,49,14,1,2,6,138.5517241,49,1.25,2.5,149.8734177,14,149.8734177,Moderate
191,6/13/2025,69,51,14,2,2,7,128.3103448,51,2.5,2.5,162.4050633,14,162.4050633,Moderate
192,6/16/2025,60,50,14,2,2,6,100,50,2.5,2.5,149.8734177,14,149.8734177,Moderate
193,6/17/2025,59,44,14,2,3,10,98.31034483,44,2.5,3.75,200,14,200,Moderate
194,6/18/2025,69,43,14,1,1,9,128.3103448,43,1.25,1.25,187.4683544,14,187.4683544,Moderate
195,6/19/2025,68,44,14,2,2,9,124.8965517,44,2.5,2.5,187.4683544,14,187.4683544,Moderate
196,6/20/2025,70,44,14,2,2,9,131.7241379,44,2.5,2.5,187.4683544,14,187.4683544,Moderate
197,6/21/2025,69,44,14,2,2,7,128.3103448,44,2.5,2.5,162.4050633,14,162.4050633,Moderate
198,6/22/2025,70,47,14,2,1,7,131.7241379,47,2.5,1.25,162.4050633,14,162.4050633,Moderate
199,6/23/2025,73,50,14,2,3,9,141.9655172,50,2.5,3.75,187.4683544,14,187.4683544,Moderate
200,6/24/2025,74,50,14,2,3,8,145.3793103,50,2.5,3.75,174.9367089,14,174.9367089,Moderate
201,6/25/2025,73,44,14,1,2,8,141.9655172,44,1.25,2.5,174.9367089,14,174.9367089,Moderate
202,6/26/2025,67,42,14,2,3,9,121.4827586,42,2.5,3.75,187.4683544,14,187.4683544,Moderate
203,6/27/2025,61,47,14,2,2,9,101,47,2.5,2.5,187.4683544,14,187.4683544,Moderate
204,6/28/2025,68,46,14,1,1,8,124.8965517,46,1.25,1.25,174.9367089,14,174.9367089,Moderate
205,6/29/2025,67,51,14,1,1,7,121.4827586,51,1.25,1.25,162.4050633,14,162.4050633,Moderate
206,6/30/2025,75,53,14,2,1,7,148.7931034,53,2.5,1.25,162.4050633,14,162.4050633,Moderate
207,1/1/2025,82,55,14,2,2,4,172.6896552,55,2.5,2.5,124.8101266,14,172.6896552,Moderate
208,1/2/2025,85,57,14,2,1,5,182.9310345,57,2.5,1.25,137.3417722,14,182.9310345,Moderate
209,1/5/2025,73,56,14,1,1,5,141.9655172,56,1.25,1.25,137.3417722,14,141.9655172,Moderate
210,1/6/2025,70,55,14,1,2,4,131.7241379,55,1.25,2.5,124.8101266,14,131.7241379,Moderate
211,1/7/2025,73,58,14,2,2,4,141.9655172,58,2.5,2.5,124.8101266,14,141.9655172,Moderate
212,1/8/2025,81,57,14,1,2,5,169.2758621,57,1.25,2.5,137.3417722,14,169.2758621,Moderate
213,1/9/2025,81,58,14,2,1,5,169.2758621,58,2.5,1.25,137.3417722,14,169.2758621,Moderate
214,1/10/2025,85,56,14,2,1,4,182.9310345,56,2.5,1.25,124.8101266,14,182.9310345,Moderate
215,1/11/2025,76,55,14,2,2,4,152.2068966,55,2.5,2.5,124.8101266,14,152.2068966,Moderate
216,1/12/2025,76,54,14,1,3,4,152.2068966,54,1.25,3.75,124.8101266,14,152.2068966,Moderate
217,1/13/2025,79,54,14,2,3,5,162.4482759,54,2.5,3.75,137.3417722,14,162.4482759,Moderate
218,1/14/2025,81,52,14,1,3,4,169.2758621,52,1.25,3.75,124.8101266,14,169.2758621,Moderate
219,1/15/2025,84,54,14,2,3,4,179.5172414,54,2.5,3.75,124.8101266,14,179.5172414,Moderate
220,1/16/2025,84,54,14,2,1,4,179.5172414,54,2.5,1.25,124.8101266,14,179.5172414,Moderate
221,1/17/2025,75,55,14,2,3,4,148.7931034,55,2.5,3.75,124.8101266,14,148.7931034,Moderate
222,1/18/2025,80,56,14,2,2,5,165.862069,56,2.5,2.5,137.3417722,14,165.862069,Moderate
223,1/19/2025,84,58,14,2,2,4,179.5172414,58,2.5,2.5,124.8101266,14,179.5172414,Moderate
224,1/20/2025,87,56,14,1,2,4,189.7586207,56,1.25,2.5,124.8101266,14,189.7586207,Moderate
225,1/21/2025,79,55,14,2,2,5,162.4482759,55,2.5,2.5,137.3417722,14,162.4482759,Moderate
226,1/22/2025,72,54,14,2,2,5,138.5517241,54,2.5,2.5,137.3417722,14,138.5517241,Moderate
227,1/23/2025,70,53,14,2,3,5,131.7241379,53,2.5,3.75,137.3417722,14,137.3417722,Moderate
228,1/24/2025,71,55,14,2,4,4,135.137931,55,2.5,5,124.8101266,14,135.137931,Moderate
229,1/25/2025,77,54,14,2,2,4,155.6206897,54,2.5,2.5,124.8101266,14,155.6206897,Moderate
230,1/26/2025,75,56,14,1,2,4,148.7931034,56,1.25,2.5,124.8101266,14,148.7931034,Moderate
231,1/27/2025,83,58,14,2,2,4,176.1034483,58,2.5,2.5,124.8101266,14,176.1034483,Moderate
232,1/28/2025,91,58,14,2,2,5,201,58,2.5,2.5,137.3417722,14,201,Poor
233,1/29/2025,91,56,14,2,1,5,201,56,2.5,1.25,137.3417722,14,201,Poor
234,1/30/2025,83,54,14,2,2,6,176.1034483,54,2.5,2.5,149.8734177,14,176.1034483,Moderate
235,1/31/2025,76,56,14,2,2,5,152.2068966,56,2.5,2.5,137.3417722,14,152.2068966,Moderate
236,2/1/2025,82,59,14,2,3,4,172.6896552,59,2.5,3.75,124.8101266,14,172.6896552,Moderate
237,2/2/2025,87,57,14,1,2,5,189.7586207,57,1.25,2.5,137.3417722,14,189.7586207,Moderate
238,2/3/2025,89,57,14,2,2,4,196.5862069,57,2.5,2.5,124.8101266,14,196.5862069,Moderate
239,2/4/2025,92,57,14,2,1,5,204.4137931,57,2.5,1.25,137.3417722,14,204.4137931,Poor
240,2/5/2025,85,59,14,2,3,6,182.9310345,59,2.5,3.75,149.8734177,14,182.9310345,Moderate
241,2/6/2025,73,56,14,2,2,5,141.9655172,56,2.5,2.5,137.3417722,14,141.9655172,Moderate
242,2/7/2025,77,53,14,2,1,4,155.6206897,53,2.5,1.25,124.8101266,14,155.6206897,Moderate
243,2/8/2025,81,52,14,2,2,5,169.2758621,52,2.5,2.5,137.3417722,14,169.2758621,Moderate
244,2/9/2025,80,54,14,2,3,5,165.862069,54,2.5,3.75,137.3417722,14,165.862069,Moderate
245,2/10/2025,87,55,14,2,1,4,189.7586207,55,2.5,1.25,124.8101266,14,189.7586207,Moderate
246,2/11/2025,87,56,14,1,3,5,189.7586207,56,1.25,3.75,137.3417722,14,189.7586207,Moderate
247,2/12/2025,84,58,14,2,2,6,179.5172414,58,2.5,2.5,149.8734177,14,179.5172414,Moderate
248,2/13/2025,87,59,14,2,1,8,189.7586207,59,2.5,1.25,174.9367089,14,189.7586207,Moderate
249,2/14/2025,89,54,14,2,2,6,196.5862069,54,2.5,2.5,149.8734177,14,196.5862069,Moderate
250,2/15/2025,81,54,14,2,1,5,169.2758621,54,2.5,1.25,137.3417722,14,169.2758621,Moderate
