,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,AQI,AQI_Category
744,10/14/2021,58,40,16,4,1,2,96.62068966,40,5,1.25,100,16,100,Satisfactory
745,10/16/2021,68,50,16,6,1,2,124.8965517,50,7.5,1.25,100,16,124.8965517,Moderate
746,10/20/2021,85,46,16,5,1,2,182.9310345,46,6.25,1.25,100,16,182.9310345,Moderate
747,10/21/2021,73,38,16,4,1,2,141.9655172,38,5,1.25,100,16,141.9655172,Moderate
748,11/1/2021,69,38,10,5,1,2,128.3103448,38,6.25,1.25,100,10,128.3103448,Moderate
749,11/7/2021,71,42,10,5,1,3,135.137931,42,6.25,1.25,112.278481,10,135.137931,Moderate
750,11/10/2021,85,58,10,7,1,3,182.9310345,58,8.75,1.25,112.278481,10,182.9310345,Moderate
751,11/11/2021,87,44,10,7,1,4,189.7586207,44,8.75,1.25,124.8101266,10,189.7586207,Moderate
752,11/13/2021,60,41,10,6,1,3,100,41,7.5,1.25,112.278481,10,112.278481,Moderate
753,11/14/2021,62,53,10,8,1,5,104.4137931,53,10,1.25,137.3417722,10,137.3417722,Moderate
754,11/16/2021,88,63,10,7,1,4,193.1724138,63,8.75,1.25,124.8101266,10,193.1724138,Moderate
755,11/17/2021,94,55,10,7,1,3,211.2413793,55,8.75,1.25,112.278481,10,211.2413793,Poor
756,11/20/2021,69,48,10,5,1,2,128.3103448,48,6.25,1.25,100,10,128.3103448,Moderate
757,11/25/2021,92,46,10,6,1,4,204.4137931,46,7.5,1.25,124.8101266,10,204.4137931,Poor
758,11/26/2021,72,50,10,5,1,2,138.5517241,50,6.25,1.25,100,10,138.5517241,Moderate
759,11/30/2021,56,42,10,6,1,2,93.24137931,42,7.5,1.25,100,10,100,Satisfactory
760,12/6/2021,66,45,10,7,1,3,118.0689655,45,8.75,1.25,112.278481,10,118.0689655,Moderate
761,12/7/2021,77,54,10,5,1,3,155.6206897,54,6.25,1.25,112.278481,10,155.6206897,Moderate
762,12/8/2021,93,58,10,5,1,3,207.8275862,58,6.25,1.25,112.278481,10,207.8275862,Poor
763,12/10/2021,81,50,10,6,1,3,169.2758621,50,7.5,1.25,112.278481,10,169.2758621,Moderate
764,12/12/2021,86,47,10,5,3,2,186.3448276,47,6.25,3.75,100,10,186.3448276,Moderate
765,12/16/2021,132,65,10,6,1,2,309.4418605,65,7.5,1.25,100,10,309.4418605,Very Poor
766,12/17/2021,121,74,10,7,1,3,301,74,8.75,1.25,112.278481,10,301,Very Poor
767,12/22/2021,137,89,10,8,1,3,313.2790698,89,10,1.25,112.278481,10,313.2790698,Very Poor
768,12/23/2021,145,82,10,6,1,2,319.4186047,82,7.5,1.25,100,10,319.4186047,Very Poor
769,12/24/2021,130,74,10,6,1,2,307.9069767,74,7.5,1.25,100,10,307.9069767,Very Poor
770,12/25/2021,119,68,10,5,1,2,296.5862069,68,6.25,1.25,100,10,296.5862069,Poor
771,12/26/2021,114,78,10,7,26,3,279.5172414,78,8.75,32.5,112.278481,10,279.5172414,Poor
772,12/28/2021,135,76,10,9,1,2,311.744186,76,11.25,1.25,100,10,311.744186,Very Poor
773,12/29/2021,125,64,10,7,1,2,304.0697674,64,8.75,1.25,100,10,304.0697674,Very Poor
774,12/31/2021,89,39,10,6,1,2,196.5862069,39,7.5,1.25,100,10,196.5862069,Moderate
775,7/2/2021,62,41,16,4,2,8,104.4137931,41,5,2.5,174.9367089,16,174.9367089,Moderate
776,7/3/2021,68,34,16,3,1,8,124.8965517,34,3.75,1.25,174.9367089,16,174.9367089,Moderate
777,7/4/2021,60,42,16,5,1,8,100,42,6.25,1.25,174.9367089,16,174.9367089,Moderate
778,7/7/2021,73,43,22,5,1,12,141.9655172,43,6.25,1.25,228.2608696,22,228.2608696,Poor
779,7/10/2021,51,33,22,3,1,13,84.79310345,33,3.75,1.25,242.6086957,22,242.6086957,Poor
780,7/16/2021,67,42,12,4,2,17,121.4827586,42,5,2.5,300,12,300,Poor
781,7/17/2021,62,28,12,3,1,17,104.4137931,28,3.75,1.25,300,12,300,Poor
782,7/20/2021,64,42,12,5,1,17,111.2413793,42,6.25,1.25,300,12,300,Poor
783,7/21/2021,64,44,12,6,1,17,111.2413793,44,7.5,1.25,300,12,300,Poor
784,7/24/2021,58,27,12,3,2,17,96.62068966,27,3.75,2.5,300,12,300,Poor
785,7/26/2021,61,28,16,5,1,2,101,28,6.25,1.25,100,16,101,Moderate
786,7/28/2021,64,39,16,5,1,2,111.2413793,39,6.25,1.25,100,16,111.2413793,Moderate
787,7/29/2021,64,40,16,5,1,3,111.2413793,40,6.25,1.25,112.278481,16,112.278481,Moderate
788,7/31/2021,56,37,16,3,1,2,93.24137931,37,3.75,1.25,100,16,100,Satisfactory
789,8/1/2021,63,43,16,5,1,4,107.8275862,43,6.25,1.25,124.8101266,16,124.8101266,Moderate
790,8/2/2021,63,38,16,5,1,2,107.8275862,38,6.25,1.25,100,16,107.8275862,Moderate
791,8/4/2021,60,27,15,5,1,3,100,27,6.25,1.25,112.278481,15,112.278481,Moderate
792,8/9/2021,51,37,12,6,1,4,84.79310345,37,7.5,1.25,124.8101266,12,124.8101266,Moderate
793,8/10/2021,67,45,12,5,1,3,121.4827586,45,6.25,1.25,112.278481,12,121.4827586,Moderate
794,8/13/2021,51,47,12,5,1,3,84.79310345,47,6.25,1.25,112.278481,12,112.278481,Moderate
795,8/14/2021,49,48,12,4,2,3,81.4137931,48,5,2.5,112.278481,12,112.278481,Moderate
796,8/16/2021,49,50,12,6,1,2,81.4137931,50,7.5,1.25,100,12,100,Satisfactory
797,8/18/2021,66,41,16,6,1,2,118.0689655,41,7.5,1.25,100,16,118.0689655,Moderate
798,8/19/2021,58,47,16,6,1,2,96.62068966,47,7.5,1.25,100,16,100,Satisfactory
799,8/24/2021,61,44,16,5,1,2,101,44,6.25,1.25,100,16,101,Moderate
800,8/25/2021,61,31,16,5,1,2,101,31,6.25,1.25,100,16,101,Moderate
801,8/27/2021,54,32,16,5,1,4,89.86206897,32,6.25,1.25,124.8101266,16,124.8101266,Moderate
802,8/28/2021,55,24,16,4,1,2,91.55172414,24,5,1.25,100,16,100,Satisfactory
803,8/30/2021,58,44,15,5,1,2,96.62068966,44,6.25,1.25,100,15,100,Satisfactory
804,9/1/2021,63,45,16,5,1,2,107.8275862,45,6.25,1.25,100,16,107.8275862,Moderate
805,9/4/2021,67,29,16,3,1,2,121.4827586,29,3.75,1.25,100,16,121.4827586,Moderate
806,9/6/2021,58,38,16,6,1,3,96.62068966,38,7.5,1.25,112.278481,16,112.278481,Moderate
807,9/7/2021,62,42,16,6,2,2,104.4137931,42,7.5,2.5,100,16,104.4137931,Moderate
808,9/12/2021,56,36,16,5,1,4,93.24137931,36,6.25,1.25,124.8101266,16,124.8101266,Moderate
809,9/15/2021,54,40,17,5,1,2,89.86206897,40,6.25,1.25,100,17,100,Satisfactory
810,9/16/2021,66,55,16,5,1,2,118.0689655,55,6.25,1.25,100,16,118.0689655,Moderate
811,9/18/2021,68,52,16,5,1,2,124.8965517,52,6.25,1.25,100,16,124.8965517,Moderate
812,9/22/2021,68,42,16,5,1,2,124.8965517,42,6.25,1.25,100,16,124.8965517,Moderate
813,9/26/2021,64,28,16,4,1,2,111.2413793,28,5,1.25,100,16,111.2413793,Moderate
814,9/27/2021,35,38,16,5,1,3,57.75862069,38,6.25,1.25,112.278481,16,112.278481,Moderate
815,9/30/2021,58,50,16,6,1,3,96.62068966,50,7.5,1.25,112.278481,16,112.278481,Moderate
816,4/1/2021,83,58,25,7,1,2,176.1034483,58,8.75,1.25,100,25,176.1034483,Moderate
817,4/2/2021,88,66,20,7,1,3,193.1724138,66,8.75,1.25,112.278481,20,193.1724138,Moderate
818,4/3/2021,83,66,20,5,2,2,176.1034483,66,6.25,2.5,100,20,176.1034483,Moderate
819,4/4/2021,88,71,20,6,1,2,193.1724138,71,7.5,1.25,100,20,193.1724138,Moderate
820,4/5/2021,96,67,20,5,1,2,218.0689655,67,6.25,1.25,100,20,218.0689655,Poor
821,4/6/2021,95,65,20,5,2,2,214.6551724,65,6.25,2.5,100,20,214.6551724,Poor
822,4/8/2021,100,57,20,8,1,3,231.7241379,57,10,1.25,112.278481,20,231.7241379,Poor
823,4/9/2021,95,47,20,6,1,2,214.6551724,47,7.5,1.25,100,20,214.6551724,Poor
824,4/12/2021,79,34,20,5,2,3,162.4482759,34,6.25,2.5,112.278481,20,162.4482759,Moderate
825,4/13/2021,74,36,20,5,1,2,145.3793103,36,6.25,1.25,100,20,145.3793103,Moderate
826,4/15/2021,73,34,20,7,2,2,141.9655172,34,8.75,2.5,100,20,141.9655172,Moderate
827,4/16/2021,64,35,20,7,1,3,111.2413793,35,8.75,1.25,112.278481,20,112.278481,Moderate
828,4/17/2021,75,31,20,5,2,2,148.7931034,31,6.25,2.5,100,20,148.7931034,Moderate
829,4/18/2021,67,30,20,6,1,4,121.4827586,30,7.5,1.25,124.8101266,20,124.8101266,Moderate
830,4/20/2021,77,52,20,8,1,2,155.6206897,52,10,1.25,100,20,155.6206897,Moderate
831,4/21/2021,92,41,20,7,1,2,204.4137931,41,8.75,1.25,100,20,204.4137931,Poor
832,4/23/2021,75,41,20,5,1,2,148.7931034,41,6.25,1.25,100,20,148.7931034,Moderate
833,4/27/2021,82,53,20,7,1,3,172.6896552,53,8.75,1.25,112.278481,20,172.6896552,Moderate
834,4/29/2021,77,53,20,7,1,4,155.6206897,53,8.75,1.25,124.8101266,20,155.6206897,Moderate
835,4/30/2021,87,51,20,5,1,2,189.7586207,51,6.25,1.25,100,20,189.7586207,Moderate
836,5/4/2021,59,53,20,5,1,2,98.31034483,53,6.25,1.25,100,20,100,Satisfactory
837,5/8/2021,53,53,20,3,1,2,88.17241379,53,3.75,1.25,100,20,100,Satisfactory
838,5/12/2021,52,51,20,3,1,16,86.48275862,51,3.75,1.25,285.6521739,20,285.6521739,Poor
839,5/29/2021,66,58,16,3,1,13,118.0689655,58,3.75,1.25,242.6086957,16,242.6086957,Poor
840,5/30/2021,65,63,16,4,1,13,114.6551724,63,5,1.25,242.6086957,16,242.6086957,Poor
841,6/9/2021,79,44,22,4,1,13,162.4482759,44,5,1.25,242.6086957,22,242.6086957,Poor
842,6/10/2021,71,42,22,5,1,17,135.137931,42,6.25,1.25,300,22,300,Poor
843,6/11/2021,67,30,22,4,1,17,121.4827586,30,5,1.25,300,22,300,Poor
844,6/12/2021,55,32,22,4,1,17,91.55172414,32,5,1.25,300,22,300,Poor
845,6/14/2021,56,42,22,5,1,17,93.24137931,42,6.25,1.25,300,22,300,Poor
846,6/17/2021,69,45,22,5,1,17,128.3103448,45,6.25,1.25,300,22,300,Poor
847,6/18/2021,68,43,22,4,1,17,124.8965517,43,5,1.25,300,22,300,Poor
848,6/19/2021,64,51,22,3,1,17,111.2413793,51,3.75,1.25,300,22,300,Poor
849,6/22/2021,84,57,22,6,1,17,179.5172414,57,7.5,1.25,300,22,300,Poor
850,6/24/2021,86,67,22,5,1,17,186.3448276,67,6.25,1.25,300,22,300,Poor
851,6/28/2021,79,48,16,6,1,8,162.4482759,48,7.5,1.25,174.9367089,16,174.9367089,Moderate
852,1/6/2021,91,38,11,5,1,3,201,38,6.25,1.25,112.278481,11,201,Poor
853,1/7/2021,57,38,12,5,2,2,94.93103448,38,6.25,2.5,100,12,100,Satisfactory
854,1/9/2021,62,41,9,4,1,3,104.4137931,41,5,1.25,112.278481,9,112.278481,Moderate
855,1/10/2021,69,53,11,7,1,5,128.3103448,53,8.75,1.25,137.3417722,11,137.3417722,Moderate
856,1/11/2021,98,42,8,7,2,3,224.8965517,42,8.75,2.5,112.278481,8,224.8965517,Poor
857,1/12/2021,70,32,3,6,1,4,131.7241379,32,7.5,1.25,124.8101266,3,131.7241379,Moderate
858,1/13/2021,61,32,7,5,1,5,101,32,6.25,1.25,137.3417722,7,137.3417722,Moderate
859,1/14/2021,52,48,10,6,1,3,86.48275862,48,7.5,1.25,112.278481,10,112.278481,Moderate
860,1/15/2021,68,49,9,5,1,3,124.8965517,49,6.25,1.25,112.278481,9,124.8965517,Moderate
861,1/16/2021,78,46,11,5,1,4,159.0344828,46,6.25,1.25,124.8101266,11,159.0344828,Moderate
862,1/18/2021,99,63,18,7,1,4,228.3103448,63,8.75,1.25,124.8101266,18,228.3103448,Poor
863,1/19/2021,106,75,19,8,1,5,252.2068966,75,10,1.25,137.3417722,19,252.2068966,Poor
864,1/20/2021,138,75,19,7,2,4,314.0465116,75,8.75,2.5,124.8101266,19,314.0465116,Very Poor
865,1/21/2021,144,63,17,5,2,3,318.6511628,63,6.25,2.5,112.278481,17,318.6511628,Very Poor
866,1/23/2021,86,58,19,6,2,2,186.3448276,58,7.5,2.5,100,19,186.3448276,Moderate
867,1/25/2021,108,67,21,7,2,3,259.0344828,67,8.75,2.5,112.278481,21,259.0344828,Poor
868,1/26/2021,118,62,27,7,1,3,293.1724138,62,8.75,1.25,112.278481,27,293.1724138,Poor
869,1/30/2021,150,70,23,7,1,3,323.255814,70,8.75,1.25,112.278481,23,323.255814,Very Poor
870,2/3/2021,100,66,23,7,1,3,231.7241379,66,8.75,1.25,112.278481,23,231.7241379,Poor
871,2/4/2021,112,73,28,8,1,3,272.6896552,73,10,1.25,112.278481,28,272.6896552,Poor
872,2/5/2021,130,74,31,7,1,3,307.9069767,74,8.75,1.25,112.278481,31,307.9069767,Very Poor
873,2/6/2021,130,76,33,8,1,3,307.9069767,76,10,1.25,112.278481,33,307.9069767,Very Poor
874,2/7/2021,134,71,32,7,1,4,310.9767442,71,8.75,1.25,124.8101266,32,310.9767442,Very Poor
875,2/8/2021,126,64,33,7,3,2,304.8372093,64,8.75,3.75,100,33,304.8372093,Very Poor
876,2/10/2021,126,68,37,8,1,3,304.8372093,68,10,1.25,112.278481,37,304.8372093,Very Poor
877,2/11/2021,120,63,30,8,1,3,300,63,10,1.25,112.278481,30,300,Poor
878,2/26/2021,113,80,19,5,2,2,276.1034483,80,6.25,2.5,100,19,276.1034483,Poor
879,2/27/2021,144,65,19,5,2,3,318.6511628,65,6.25,2.5,112.278481,19,318.6511628,Very Poor
880,2/28/2021,117,68,15,5,1,3,289.7586207,68,6.25,1.25,112.278481,15,289.7586207,Poor
881,3/1/2021,120,57,22,5,2,3,300,57,6.25,2.5,112.278481,22,300,Poor
882,3/2/2021,101,68,23,5,1,3,235.137931,68,6.25,1.25,112.278481,23,235.137931,Poor
883,3/4/2021,90,65,20,5,2,3,200,65,6.25,2.5,112.278481,20,200,Moderate
884,3/5/2021,110,66,21,4,1,3,265.862069,66,5,1.25,112.278481,21,265.862069,Poor
885,3/6/2021,115,71,19,5,2,2,282.9310345,71,6.25,2.5,100,19,282.9310345,Poor
886,3/7/2021,130,66,13,5,1,3,307.9069767,66,6.25,1.25,112.278481,13,307.9069767,Very Poor
887,3/8/2021,107,55,8,5,1,2,255.6206897,55,6.25,1.25,100,8,255.6206897,Poor
888,3/9/2021,100,51,10,6,1,3,231.7241379,51,7.5,1.25,112.278481,10,231.7241379,Poor
889,3/18/2021,123,64,16,6,1,2,302.5348837,64,7.5,1.25,100,16,302.5348837,Very Poor
890,3/19/2021,110,65,12,6,1,2,265.862069,65,7.5,1.25,100,12,265.862069,Poor
891,3/21/2021,96,61,14,7,1,3,218.0689655,61,8.75,1.25,112.278481,14,218.0689655,Poor
892,3/22/2021,102,61,16,6,1,2,238.5517241,61,7.5,1.25,100,16,238.5517241,Poor
893,3/23/2021,103,65,17,6,2,2,241.9655172,65,7.5,2.5,100,17,241.9655172,Poor
894,3/24/2021,108,61,14,7,1,2,259.0344828,61,8.75,1.25,100,14,259.0344828,Poor
895,3/25/2021,96,56,15,7,1,2,218.0689655,56,8.75,1.25,100,15,218.0689655,Poor
896,3/26/2021,89,49,8,7,1,4,196.5862069,49,8.75,1.25,124.8101266,8,196.5862069,Moderate
897,3/27/2021,79,41,43,6,2,2,162.4482759,41,7.5,2.5,100,43,162.4482759,Moderate
898,3/28/2021,69,32,22,5,1,2,128.3103448,32,6.25,1.25,100,22,128.3103448,Moderate
899,3/31/2021,59,54,24,8,1,3,98.31034483,54,10,1.25,112.278481,24,112.278481,Moderate
900,10/2/2020,72,44,3,5,1,1,138.5517241,44,6.25,1.25,50,3,138.5517241,Moderate
901,10/5/2020,72,45,3,5,1,1,138.5517241,45,6.25,1.25,50,3,138.5517241,Moderate
902,10/7/2020,62,44,3,6,1,2,104.4137931,44,7.5,1.25,100,3,104.4137931,Moderate
903,10/8/2020,65,32,3,6,1,2,114.6551724,32,7.5,1.25,100,3,114.6551724,Moderate
904,10/12/2020,56,38,3,6,1,2,93.24137931,38,7.5,1.25,100,3,100,Satisfactory
905,10/13/2020,50,37,2,5,1,2,83.10344828,37,6.25,1.25,100,2,100,Satisfactory
906,10/14/2020,53,40,2,6,1,2,88.17241379,40,7.5,1.25,100,2,100,Satisfactory
907,10/15/2020,90,51,4,6,1,2,200,51,7.5,1.25,100,4,200,Moderate
908,10/16/2020,61,52,5,6,1,2,101,52,7.5,1.25,100,5,101,Moderate
909,10/18/2020,66,55,3,6,1,1,118.0689655,55,7.5,1.25,50,3,118.0689655,Moderate
910,10/19/2020,70,55,3,6,1,2,131.7241379,55,7.5,1.25,100,3,131.7241379,Moderate
911,10/21/2020,74,51,3,6,1,2,145.3793103,51,7.5,1.25,100,3,145.3793103,Moderate
912,10/22/2020,70,52,3,6,1,2,131.7241379,52,7.5,1.25,100,3,131.7241379,Moderate
913,10/23/2020,66,52,3,6,1,1,118.0689655,52,7.5,1.25,50,3,118.0689655,Moderate
914,10/26/2020,73,55,4,7,1,1,141.9655172,55,8.75,1.25,50,4,141.9655172,Moderate
915,10/27/2020,82,57,6,7,1,1,172.6896552,57,8.75,1.25,50,6,172.6896552,Moderate
916,10/28/2020,89,53,8,6,1,1,196.5862069,53,7.5,1.25,50,8,196.5862069,Moderate
917,10/29/2020,86,63,8,7,2,2,186.3448276,63,8.75,2.5,100,8,186.3448276,Moderate
918,10/30/2020,101,68,8,6,1,1,235.137931,68,7.5,1.25,50,8,235.137931,Poor
919,11/1/2020,123,67,5,6,1,2,302.5348837,67,7.5,1.25,100,5,302.5348837,Very Poor
920,11/2/2020,130,76,13,8,1,4,307.9069767,76,10,1.25,124.8101266,13,307.9069767,Very Poor
921,11/3/2020,154,68,11,7,1,5,326.3255814,68,8.75,1.25,137.3417722,11,326.3255814,Very Poor
922,11/4/2020,126,63,8,6,1,4,304.8372093,63,7.5,1.25,124.8101266,8,304.8372093,Very Poor
923,11/5/2020,109,47,7,6,1,4,262.4482759,47,7.5,1.25,124.8101266,7,262.4482759,Poor
924,11/9/2020,114,69,19,8,1,5,279.5172414,69,10,1.25,137.3417722,19,279.5172414,Poor
925,11/10/2020,131,68,21,7,1,4,308.6744186,68,8.75,1.25,124.8101266,21,308.6744186,Very Poor
926,11/11/2020,124,69,23,7,2,4,303.3023256,69,8.75,2.5,124.8101266,23,303.3023256,Very Poor
927,11/12/2020,135,53,3,6,1,4,311.744186,53,7.5,1.25,124.8101266,3,311.744186,Very Poor
928,11/13/2020,93,63,8,5,1,4,207.8275862,63,6.25,1.25,124.8101266,8,207.8275862,Poor
929,11/14/2020,119,43,9,5,1,4,296.5862069,43,6.25,1.25,124.8101266,9,296.5862069,Poor
930,11/15/2020,79,36,2,5,1,4,162.4482759,36,6.25,1.25,124.8101266,2,162.4482759,Moderate
931,11/16/2020,73,40,7,5,1,4,141.9655172,40,6.25,1.25,124.8101266,7,141.9655172,Moderate
932,11/17/2020,66,32,7,5,1,6,118.0689655,32,6.25,1.25,149.8734177,7,149.8734177,Moderate
933,11/18/2020,55,46,9,7,1,4,91.55172414,46,8.75,1.25,124.8101266,9,124.8101266,Moderate
934,11/19/2020,76,40,11,5,1,3,152.2068966,40,6.25,1.25,112.278481,11,152.2068966,Moderate
935,11/20/2020,67,41,11,6,1,4,121.4827586,41,7.5,1.25,124.8101266,11,124.8101266,Moderate
936,11/21/2020,72,58,19,6,1,3,138.5517241,58,7.5,1.25,112.278481,19,138.5517241,Moderate
937,11/22/2020,101,59,22,6,2,4,235.137931,59,7.5,2.5,124.8101266,22,235.137931,Poor
938,11/23/2020,110,66,20,8,1,5,265.862069,66,10,1.25,137.3417722,20,265.862069,Poor
939,11/24/2020,119,67,20,10,1,5,296.5862069,67,12.5,1.25,137.3417722,20,296.5862069,Poor
940,11/25/2020,119,57,22,6,3,4,296.5862069,57,7.5,3.75,124.8101266,22,296.5862069,Poor
941,11/26/2020,91,70,18,6,1,4,201,70,7.5,1.25,124.8101266,18,201,Poor
942,11/27/2020,109,48,18,5,1,3,262.4482759,48,6.25,1.25,112.278481,18,262.4482759,Poor
943,11/28/2020,87,46,16,5,1,3,189.7586207,46,6.25,1.25,112.278481,16,189.7586207,Moderate
944,11/29/2020,79,54,12,6,1,4,162.4482759,54,7.5,1.25,124.8101266,12,162.4482759,Moderate
945,12/1/2020,106,62,8,7,1,6,252.2068966,62,8.75,1.25,149.8734177,8,252.2068966,Poor
946,12/2/2020,111,63,14,8,1,5,269.2758621,63,10,1.25,137.3417722,14,269.2758621,Poor
947,12/3/2020,124,47,12,7,2,5,303.3023256,47,8.75,2.5,137.3417722,12,303.3023256,Very Poor
948,12/4/2020,81,38,6,5,1,6,169.2758621,38,6.25,1.25,149.8734177,6,169.2758621,Moderate
949,12/5/2020,64,39,8,5,1,3,111.2413793,39,6.25,1.25,112.278481,8,112.278481,Moderate
950,12/6/2020,67,34,12,4,2,4,121.4827586,34,5,2.5,124.8101266,12,124.8101266,Moderate
951,12/7/2020,65,45,10,6,1,3,114.6551724,45,7.5,1.25,112.278481,10,114.6551724,Moderate
952,12/9/2020,71,51,13,7,1,3,135.137931,51,8.75,1.25,112.278481,13,135.137931,Moderate
953,12/10/2020,87,58,16,6,1,3,189.7586207,58,7.5,1.25,112.278481,16,189.7586207,Moderate
954,12/12/2020,83,54,20,4,1,2,176.1034483,54,5,1.25,100,20,176.1034483,Moderate
955,12/14/2020,108,64,20,5,1,2,259.0344828,64,6.25,1.25,100,20,259.0344828,Poor
956,12/15/2020,130,58,16,6,1,4,307.9069767,58,7.5,1.25,124.8101266,16,307.9069767,Very Poor
957,12/16/2020,103,44,12,5,1,3,241.9655172,44,6.25,1.25,112.278481,12,241.9655172,Poor
958,12/19/2020,89,63,18,6,2,2,196.5862069,63,7.5,2.5,100,18,196.5862069,Moderate
959,12/21/2020,137,61,17,6,2,3,313.2790698,61,7.5,2.5,112.278481,17,313.2790698,Very Poor
960,12/23/2020,88,54,17,5,1,2,193.1724138,54,6.25,1.25,100,17,193.1724138,Moderate
961,12/24/2020,97,61,22,6,1,2,221.4827586,61,7.5,1.25,100,22,221.4827586,Poor
962,12/29/2020,108,66,19,8,2,4,259.0344828,66,10,2.5,124.8101266,19,259.0344828,Poor
963,12/31/2020,87,47,14,6,1,2,189.7586207,47,7.5,1.25,100,14,189.7586207,Moderate
964,1/1/2021,81,55,19,5,1,3,169.2758621,55,6.25,1.25,112.278481,19,169.2758621,Moderate
965,1/2/2021,94,58,10,5,1,3,211.2413793,58,6.25,1.25,112.278481,10,211.2413793,Poor
966,7/2/2020,74,37,10,6,1,4,145.3793103,37,7.5,1.25,124.8101266,10,145.3793103,Moderate
967,7/6/2020,77,29,15,3,1,2,155.6206897,29,3.75,1.25,100,15,155.6206897,Moderate
968,7/7/2020,56,34,11,3,2,1,93.24137931,34,3.75,2.5,50,11,93.24137931,Satisfactory
969,7/8/2020,65,35,16,3,1,2,114.6551724,35,3.75,1.25,100,16,114.6551724,Moderate
970,7/9/2020,65,25,15,3,1,2,114.6551724,25,3.75,1.25,100,15,114.6551724,Moderate
971,7/22/2020,54,24,12,4,2,1,89.86206897,24,5,2.5,50,12,89.86206897,Satisfactory
972,7/23/2020,49,27,8,4,1,1,81.4137931,27,5,1.25,50,8,81.4137931,Satisfactory
973,7/24/2020,46,40,10,5,2,2,76.34482759,40,6.25,2.5,100,10,100,Satisfactory
974,8/6/2020,76,34,6,6,2,3,152.2068966,34,7.5,2.5,112.278481,6,152.2068966,Moderate
975,8/7/2020,57,29,10,5,2,3,94.93103448,29,6.25,2.5,112.278481,10,112.278481,Moderate
976,8/8/2020,54,22,9,4,1,2,89.86206897,22,5,1.25,100,9,100,Satisfactory
977,8/9/2020,44,35,10,5,1,3,72.96551724,35,6.25,1.25,112.278481,10,112.278481,Moderate
978,8/10/2020,62,37,12,5,1,3,104.4137931,37,6.25,1.25,112.278481,12,112.278481,Moderate
979,8/11/2020,61,39,11,4,1,2,101,39,5,1.25,100,11,101,Moderate
980,8/13/2020,63,43,11,5,1,3,107.8275862,43,6.25,1.25,112.278481,11,112.278481,Moderate
981,8/14/2020,65,44,12,5,1,3,114.6551724,44,6.25,1.25,112.278481,12,114.6551724,Moderate
982,8/15/2020,74,49,13,4,1,1,145.3793103,49,5,1.25,50,13,145.3793103,Moderate
983,8/16/2020,90,43,9,5,1,3,200,43,6.25,1.25,112.278481,9,200,Moderate
984,8/17/2020,74,47,10,5,1,1,145.3793103,47,6.25,1.25,50,10,145.3793103,Moderate
985,8/18/2020,74,46,14,4,1,2,145.3793103,46,5,1.25,100,14,145.3793103,Moderate
986,8/19/2020,76,48,10,5,1,3,152.2068966,48,6.25,1.25,112.278481,10,152.2068966,Moderate
987,8/20/2020,74,50,10,5,1,1,145.3793103,50,6.25,1.25,50,10,145.3793103,Moderate
988,8/21/2020,81,44,11,5,1,1,169.2758621,44,6.25,1.25,50,11,169.2758621,Moderate
989,8/22/2020,72,43,9,4,1,2,138.5517241,43,5,1.25,100,9,138.5517241,Moderate
990,8/23/2020,77,50,10,5,1,2,155.6206897,50,6.25,1.25,100,10,155.6206897,Moderate
991,8/24/2020,82,52,12,5,1,2,172.6896552,52,6.25,1.25,100,12,172.6896552,Moderate
992,8/25/2020,85,52,10,5,1,1,182.9310345,52,6.25,1.25,50,10,182.9310345,Moderate
993,8/26/2020,78,53,10,5,1,2,159.0344828,53,6.25,1.25,100,10,159.0344828,Moderate
994,8/27/2020,73,45,12,5,2,2,141.9655172,45,6.25,2.5,100,12,141.9655172,Moderate
995,8/28/2020,64,46,9,5,1,2,111.2413793,46,6.25,1.25,100,9,111.2413793,Moderate
996,8/29/2020,65,44,10,4,1,1,114.6551724,44,5,1.25,50,10,114.6551724,Moderate
997,8/30/2020,68,41,10,3,1,1,124.8965517,41,3.75,1.25,50,10,124.8965517,Moderate
998,8/31/2020,73,35,13,4,1,2,141.9655172,35,5,1.25,100,13,141.9655172,Moderate
999,9/1/2020,50,33,7,4,1,3,83.10344828,33,5,1.25,112.278481,7,112.278481,Moderate
1000,9/2/2020,51,26,9,4,1,2,84.79310345,26,5,1.25,100,9,100,Satisfactory
1001,9/3/2020,42,28,6,3,1,1,69.5862069,28,3.75,1.25,50,6,69.5862069,Satisfactory
1002,9/4/2020,47,24,6,3,1,2,78.03448276,24,3.75,1.25,100,6,100,Satisfactory
1003,9/5/2020,42,22,10,4,1,2,69.5862069,22,5,1.25,100,10,100,Satisfactory
1004,9/6/2020,39,32,8,5,1,4,64.51724138,32,6.25,1.25,124.8101266,8,124.8101266,Moderate
1005,9/7/2020,48,38,7,4,1,3,79.72413793,38,5,1.25,112.278481,7,112.278481,Moderate
1006,9/8/2020,56,25,6,5,1,3,93.24137931,25,6.25,1.25,112.278481,6,112.278481,Moderate
1007,9/9/2020,43,38,8,5,1,2,71.27586207,38,6.25,1.25,100,8,100,Satisfactory
1008,9/10/2020,58,42,3,5,1,2,96.62068966,42,6.25,1.25,100,3,100,Satisfactory
1009,9/11/2020,66,36,5,4,1,4,118.0689655,36,5,1.25,124.8101266,5,124.8101266,Moderate
