,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI
405,6/26/2020,62,30,8,5,3,2,104.4137931,30,104.4137931
406,6/27/2020,60,26,9,3,3,3,100,26,100
407,6/28/2020,57,24,8,4,3,2,94.93103448,24,94.93103448
408,6/29/2020,62,27,6,4,3,2,104.4137931,27,104.4137931
409,6/30/2020,54,32,6,4,3,2,89.86206897,32,89.86206897
410,7/1/2020,63,27,3,4,3,1,107.8275862,27,107.8275862
411,7/2/2020,56,24,5,4,4,1,93.24137931,24,93.24137931
412,7/3/2020,53,31,5,4,4,2,88.17241379,31,88.17241379
413,7/4/2020,59,37,5,3,5,2,98.31034483,37,98.31034483
414,7/5/2020,64,45,5,3,4,2,111.2413793,45,111.2413793
415,7/6/2020,66,42,3,4,4,1,118.0689655,42,118.0689655
416,7/7/2020,80,30,5,4,4,1,165.862069,30,165.862069
417,7/8/2020,57,25,4,3,4,1,94.93103448,25,94.93103448
418,7/9/2020,55,28,3,4,4,1,91.55172414,28,91.55172414
419,7/10/2020,60,30,6,4,5,2,100,30,100
420,7/11/2020,58,23,6,3,4,2,96.62068966,23,96.62068966
421,7/12/2020,53,36,8,5,4,3,88.17241379,36,88.17241379
422,7/13/2020,71,28,4,4,4,1,135.137931,28,135.137931
423,7/14/2020,60,24,5,3,5,1,100,24,100
424,7/15/2020,56,17,2,3,5,1,93.24137931,17,93.24137931
425,7/16/2020,47,27,3,3,4,1,78.03448276,27,78.03448276
426,7/17/2020,63,32,4,3,4,1,107.8275862,32,107.8275862
427,7/18/2020,61,22,6,3,3,1,101,22,101
428,7/19/2020,50,32,7,4,5,4,83.10344828,32,83.10344828
429,7/20/2020,71,24,6,4,3,2,135.137931,24,135.137931
430,7/21/2020,51,54,11,7,4,3,84.79310345,54,84.79310345
431,7/22/2020,97,42,14,6,4,3,221.4827586,42,221.4827586
432,7/23/2020,70,26,4,5,3,1,131.7241379,26,131.7241379
433,7/24/2020,56,22,5,4,3,1,93.24137931,22,93.24137931
434,7/25/2020,45,26,6,3,4,1,74.65517241,26,74.65517241
435,7/26/2020,53,27,7,3,4,1,88.17241379,27,88.17241379
436,7/27/2020,52,23,5,4,4,1,86.48275862,23,86.48275862
437,7/29/2020,60,23,4,4,4,1,100,23,100
438,7/30/2020,45,20,5,4,3,1,74.65517241,20,74.65517241
439,7/31/2020,46,20,5,4,4,1,76.34482759,20,76.34482759
440,8/1/2020,43,15,5,3,4,2,71.27586207,15,71.27586207
441,8/2/2020,37,20,3,3,4,1,61.13793103,20,61.13793103
442,8/3/2020,38,24,4,3,4,1,62.82758621,24,62.82758621
443,8/4/2020,39,24,3,3,5,1,64.51724138,24,64.51724138
444,8/5/2020,43,28,3,3,4,1,71.27586207,28,71.27586207
445,8/6/2020,44,25,3,3,4,1,72.96551724,25,72.96551724
446,8/7/2020,51,26,4,4,4,1,84.79310345,26,84.79310345
447,8/10/2020,53,32,5,4,4,2,88.17241379,32,88.17241379
448,8/11/2020,52,39,5,4,4,2,86.48275862,39,86.48275862
449,8/12/2020,51,51,6,4,3,2,84.79310345,51,84.79310345
450,8/13/2020,68,45,4,4,3,2,124.8965517,45,124.8965517
451,8/14/2020,71,43,4,4,4,2,135.137931,43,135.137931
452,8/15/2020,65,45,3,4,3,1,114.6551724,45,114.6551724
453,8/16/2020,66,34,4,4,3,1,118.0689655,34,118.0689655
454,8/17/2020,58,34,3,4,3,1,96.62068966,34,96.62068966
455,8/18/2020,61,35,3,4,3,1,101,35,101
456,8/19/2020,53,38,3,5,4,1,88.17241379,38,88.17241379
457,8/20/2020,57,37,5,4,3,1,94.93103448,37,94.93103448
458,8/21/2020,60,30,5,4,3,1,100,30,100
459,8/22/2020,54,24,3,4,3,1,89.86206897,24,89.86206897
460,8/23/2020,49,39,6,5,3,2,81.4137931,39,81.4137931
461,8/24/2020,65,41,8,5,4,2,114.6551724,41,114.6551724
462,8/25/2020,67,38,7,5,4,2,121.4827586,38,121.4827586
463,8/26/2020,68,41,6,5,4,1,124.8965517,41,124.8965517
464,8/27/2020,65,40,7,5,4,2,114.6551724,40,114.6551724
465,8/28/2020,66,39,8,4,4,3,118.0689655,39,118.0689655
466,8/29/2020,67,27,6,4,4,2,121.4827586,27,121.4827586
467,8/30/2020,50,23,7,4,3,2,83.10344828,23,83.10344828
468,8/31/2020,41,26,4,4,3,1,67.89655172,26,67.89655172
469,9/1/2020,48,35,6,7,4,7,79.72413793,35,79.72413793
470,9/2/2020,68,38,8,8,5,8,124.8965517,38,124.8965517
471,9/3/2020,67,53,7,10,4,8,121.4827586,53,121.4827586
472,9/4/2020,84,67,6,9,4,8,179.5172414,67,179.5172414
473,9/5/2020,107,62,6,8,4,7,255.6206897,62,255.6206897
474,9/6/2020,97,22,6,4,4,5,221.4827586,22,221.4827586
475,9/7/2020,39,25,6,5,4,6,64.51724138,25,64.51724138
476,9/8/2020,47,22,9,5,4,6,78.03448276,22,78.03448276
477,9/9/2020,44,17,6,4,4,5,72.96551724,17,72.96551724
478,9/10/2020,31,22,5,4,4,5,51,22,51
479,9/11/2020,40,19,6,4,4,5,66.20689655,19,66.20689655
480,9/12/2020,36,17,6,4,4,5,59.44827586,17,59.44827586
481,9/13/2020,38,28,6,4,4,6,62.82758621,28,62.82758621
482,9/14/2020,49,31,6,4,4,7,81.4137931,31,81.4137931
483,9/15/2020,53,25,5,4,4,6,88.17241379,25,88.17241379
484,9/16/2020,40,29,5,4,4,5,66.20689655,29,66.20689655
485,9/17/2020,52,19,6,4,4,5,86.48275862,19,86.48275862
486,9/18/2020,37,25,6,4,4,5,61.13793103,25,61.13793103
487,9/19/2020,47,13,6,3,4,4,78.03448276,13,78.03448276
488,9/20/2020,34,24,6,4,4,5,56.06896552,24,56.06896552
489,9/21/2020,47,28,6,3,4,5,78.03448276,28,78.03448276
490,9/22/2020,47,47,7,4,4,6,78.03448276,47,78.03448276
491,9/23/2020,56,41,6,5,4,7,93.24137931,41,93.24137931
492,9/24/2020,60,39,7,4,3,6,100,39,100
493,9/25/2020,61,34,7,5,3,6,101,34,101
494,9/26/2020,55,32,7,4,5,5,91.55172414,32,91.55172414
495,9/27/2020,56,38,7,5,4,6,93.24137931,38,93.24137931
496,9/28/2020,62,36,6,6,5,7,104.4137931,36,104.4137931
497,9/29/2020,67,28,7,5,4,7,121.4827586,28,121.4827586
498,9/30/2020,45,34,7,5,4,6,74.65517241,34,74.65517241
499,10/1/2020,58,46,6,4,3,5,96.62068966,46,96.62068966
500,10/2/2020,77,38,7,5,3,6,155.6206897,38,155.6206897
501,10/3/2020,68,24,7,4,4,5,124.8965517,24,124.8965517
502,10/4/2020,51,37,7,4,4,5,84.79310345,37,84.79310345
503,10/5/2020,67,50,7,5,3,7,121.4827586,50,121.4827586
504,10/6/2020,86,56,6,4,3,6,186.3448276,56,186.3448276
505,10/7/2020,94,67,5,6,3,6,211.2413793,67,211.2413793
506,10/8/2020,122,60,5,8,4,8,301.7674419,60,301.7674419
507,10/9/2020,114,28,4,5,3,6,279.5172414,28,279.5172414
508,10/10/2020,62,29,5,4,4,5,104.4137931,29,104.4137931
509,10/11/2020,67,32,5,5,3,6,121.4827586,32,121.4827586
510,10/12/2020,64,32,4,4,4,6,111.2413793,32,111.2413793
511,10/13/2020,61,35,5,4,4,5,101,35,101
512,10/14/2020,55,37,12,4,4,5,91.55172414,37,91.55172414
513,10/15/2020,57,61,23,6,2,7,94.93103448,61,94.93103448
514,10/16/2020,101,66,22,9,4,9,235.137931,66,235.137931
515,10/17/2020,104,64,18,5,4,7,245.3793103,64,245.3793103
516,10/18/2020,98,52,13,6,5,9,224.8965517,52,224.8965517
517,10/19/2020,89,45,15,6,2,8,196.5862069,45,196.5862069
518,10/21/2020,47,28,14,4,4,6,78.03448276,28,78.03448276
519,10/22/2020,53,31,14,4,4,6,88.17241379,31,88.17241379
520,10/25/2020,91,64,19,19,6,10,201,64,201
521,10/26/2020,125,77,20,16,5,10,304.0697674,77,304.0697674
522,10/27/2020,151,76,23,14,3,5,324.0232558,76,324.0232558
523,10/28/2020,145,76,21,15,3,6,319.4186047,76,319.4186047
524,10/29/2020,143,79,24,18,2,6,317.8837209,79,317.8837209
525,10/30/2020,145,90,25,17,5,8,319.4186047,90,319.4186047
526,10/31/2020,161,85,31,9,4,6,331.6976744,85,331.6976744
527,11/1/2020,160,96,30,13,4,7,330.9302326,96,330.9302326
528,11/2/2020,166,86,18,17,2,7,335.5348837,86,335.5348837
529,11/3/2020,153,78,16,14,3,6,325.5581395,78,325.5581395
530,11/4/2020,145,61,15,13,3,6,319.4186047,61,319.4186047
531,11/5/2020,115,48,10,20,2,11,282.9310345,48,282.9310345
532,11/6/2020,76,48,9,11,1,7,152.2068966,48,152.2068966
533,11/7/2020,70,58,17,11,2,5,131.7241379,58,131.7241379
534,11/8/2020,111,79,23,10,3,5,269.2758621,79,269.2758621
535,11/11/2020,128,54,13,14,3,6,306.372093,54,306.372093
536,11/12/2020,86,37,9,14,2,8,186.3448276,37,186.3448276
537,11/13/2020,66,57,10,13,1,7,118.0689655,57,118.0689655
538,11/14/2020,88,43,12,9,3,7,193.1724138,43,193.1724138
539,11/15/2020,86,28,9,12,6,9,186.3448276,28,186.3448276
540,11/16/2020,50,39,9,13,5,10,83.10344828,39,83.10344828
541,11/17/2020,59,52,10,14,4,10,98.31034483,52,98.31034483
542,11/18/2020,71,56,12,16,4,10,135.137931,56,135.137931
543,11/19/2020,82,57,10,16,4,10,172.6896552,57,172.6896552
544,11/20/2020,81,57,13,21,10,10,169.2758621,57,169.2758621
545,11/21/2020,89,58,16,16,9,9,196.5862069,58,196.5862069
546,11/22/2020,105,57,12,15,10,8,248.7931034,57,248.7931034
547,11/23/2020,102,64,14,12,13,7,238.5517241,64,238.5517241
548,11/24/2020,124,60,15,7,15,3,303.3023256,60,303.3023256
549,11/25/2020,119,20,14,2,15,3,296.5862069,20,296.5862069
550,11/26/2020,53,16,14,2,16,3,88.17241379,16,88.17241379
551,11/27/2020,47,44,12,14,10,5,78.03448276,44,78.03448276
552,11/28/2020,68,45,9,13,5,2,124.8965517,45,124.8965517
553,11/29/2020,69,45,11,13,6,1,128.3103448,45,128.3103448
554,11/30/2020,73,56,12,16,6,2,141.9655172,56,141.9655172
555,12/1/2020,87,59,12,13,6,1,189.7586207,59,189.7586207
556,12/3/2020,94,34,11,13,7,2,211.2413793,34,211.2413793
557,12/4/2020,58,33,10,11,7,1,96.62068966,33,96.62068966
558,12/6/2020,80,40,8,15,6,1,165.862069,40,165.862069
559,12/7/2020,59,40,8,15,5,1,98.31034483,40,98.31034483
560,12/8/2020,61,52,9,17,5,1,101,52,101
561,12/9/2020,70,65,10,20,4,2,131.7241379,65,131.7241379
562,12/10/2020,94,74,13,18,4,2,211.2413793,74,211.2413793
563,12/11/2020,119,80,14,18,4,3,296.5862069,80,296.5862069
564,12/12/2020,140,77,17,15,4,3,315.5813953,77,315.5813953
565,12/13/2020,138,78,15,21,4,3,314.0465116,78,314.0465116
566,12/14/2020,142,74,12,18,4,1,317.1162791,74,317.1162791
567,12/17/2020,103,65,11,15,6,2,241.9655172,65,241.9655172
568,12/18/2020,131,76,11,19,5,2,308.6744186,76,308.6744186
569,12/19/2020,146,84,12,17,4,1,320.1860465,84,320.1860465
570,12/20/2020,159,80,14,19,6,2,330.1627907,80,330.1627907
571,12/21/2020,156,80,13,15,4,2,327.8604651,80,327.8604651
572,12/22/2020,157,80,16,21,3,3,328.627907,80,328.627907
573,12/23/2020,109,80,14,18,5,3,262.4482759,80,262.4482759
574,12/24/2020,132,81,15,16,5,3,309.4418605,81,309.4418605
575,12/25/2020,143,75,15,15,5,2,317.8837209,75,317.8837209
576,12/26/2020,131,82,14,16,4,2,308.6744186,82,308.6744186
577,12/27/2020,138,88,15,16,5,2,314.0465116,88,314.0465116
578,12/28/2020,145,90,11,20,2,2,319.4186047,90,319.4186047
579,12/29/2020,148,72,11,17,4,2,321.7209302,72,321.7209302
580,12/30/2020,115,66,13,18,2,3,282.9310345,66,282.9310345
581,2/11/2021,135,79,14,22,1,3,311.744186,79,311.744186
582,2/12/2021,127,70,12,12,2,1,305.6046512,70,305.6046512
583,2/18/2021,129,68,14,13,2,1,307.1395349,68,307.1395349
584,2/19/2021,125,47,11,15,3,1,304.0697674,47,304.0697674
585,2/20/2021,77,36,9,16,2,2,155.6206897,36,155.6206897
586,2/21/2021,49,43,9,17,2,2,81.4137931,43,81.4137931
587,2/22/2021,56,59,12,19,2,2,93.24137931,59,93.24137931
588,2/23/2021,87,71,14,22,2,2,189.7586207,71,189.7586207
589,2/24/2021,124,78,16,20,1,3,303.3023256,78,303.3023256
590,2/25/2021,130,74,18,19,2,2,307.9069767,74,307.9069767
591,2/26/2021,126,77,19,20,2,2,304.8372093,77,304.8372093
592,2/27/2021,129,72,15,24,1,2,307.1395349,72,307.1395349
593,2/28/2021,114,73,13,30,2,4,279.5172414,73,279.5172414
594,3/1/2021,101,73,16,21,2,2,235.137931,73,235.137931
595,3/2/2021,116,79,13,25,2,2,286.3448276,79,286.3448276
596,3/3/2021,126,69,12,24,2,2,304.8372093,69,304.8372093
597,3/4/2021,98,60,12,22,2,2,224.8965517,60,224.8965517
598,3/5/2021,78,59,16,19,2,1,159.0344828,59,159.0344828
599,3/6/2021,84,64,14,21,2,1,179.5172414,64,179.5172414
600,3/7/2021,92,50,10,20,1,3,204.4137931,50,204.4137931
601,3/10/2021,54,49,11,12,2,2,89.86206897,49,89.86206897
602,3/11/2021,64,56,12,20,2,1,111.2413793,56,111.2413793
603,3/12/2021,79,56,13,19,2,2,162.4482759,56,162.4482759
604,3/13/2021,70,53,13,16,2,2,131.7241379,53,131.7241379
605,3/14/2021,73,56,14,19,2,2,141.9655172,56,141.9655172
606,3/15/2021,79,62,15,21,2,2,162.4482759,62,162.4482759
607,3/16/2021,90,67,14,23,2,2,200,67,200
608,3/17/2021,111,75,15,23,2,2,269.2758621,75,269.2758621
609,3/18/2021,129,78,16,23,2,2,307.1395349,78,307.1395349
610,3/19/2021,131,71,16,21,2,2,308.6744186,71,308.6744186
611,3/20/2021,115,71,17,20,2,2,282.9310345,71,282.9310345
612,3/21/2021,113,81,13,24,2,2,276.1034483,81,276.1034483
613,3/22/2021,110,66,13,15,2,2,265.862069,66,265.862069
614,3/23/2021,95,68,10,23,1,2,214.6551724,68,214.6551724
615,3/24/2021,94,68,11,20,2,2,211.2413793,68,211.2413793
616,3/25/2021,99,88,13,23,1,2,228.3103448,88,228.3103448
617,3/26/2021,139,83,14,21,2,2,314.8139535,83,314.8139535
618,3/27/2021,137,84,15,15,2,1,313.2790698,84,313.2790698
619,3/28/2021,152,83,16,19,2,2,324.7906977,83,324.7906977
620,3/29/2021,145,75,16,11,2,2,319.4186047,75,319.4186047
621,3/30/2021,124,84,17,16,1,2,303.3023256,84,303.3023256
622,3/31/2021,138,70,17,10,2,2,314.0465116,70,314.0465116
623,4/1/2021,108,67,16,9,2,2,259.0344828,67,259.0344828
624,4/2/2021,82,83,18,11,1,3,172.6896552,83,172.6896552
625,4/3/2021,106,82,16,7,2,2,252.2068966,82,252.2068966
626,4/4/2021,103,100,15,20,2,2,241.9655172,100,241.9655172
627,4/5/2021,132,93,16,15,2,1,309.4418605,93,309.4418605
628,4/6/2021,148,81,16,17,2,2,321.7209302,81,321.7209302
629,4/7/2021,120,90,16,19,2,2,300,90,300
630,4/8/2021,135,82,16,17,2,1,311.744186,82,311.744186
631,4/9/2021,125,83,16,16,2,1,304.0697674,83,304.0697674
632,4/10/2021,129,63,14,11,2,1,307.1395349,63,307.1395349
633,4/11/2021,96,57,11,12,2,2,218.0689655,57,218.0689655
634,4/12/2021,77,51,11,10,2,2,155.6206897,51,155.6206897
635,4/13/2021,74,45,13,9,3,2,145.3793103,45,145.3793103
636,4/14/2021,66,33,15,9,3,2,118.0689655,33,118.0689655
637,4/15/2021,50,44,16,12,3,2,83.10344828,44,83.10344828
638,4/16/2021,67,53,19,11,2,2,121.4827586,53,121.4827586
639,4/17/2021,82,61,16,11,2,2,172.6896552,61,172.6896552
640,4/18/2021,99,48,16,10,3,2,228.3103448,48,228.3103448
641,4/19/2021,93,72,17,9,2,1,207.8275862,72,207.8275862
642,4/20/2021,92,85,16,8,2,2,204.4137931,85,204.4137931
643,4/21/2021,113,83,17,13,2,1,276.1034483,83,276.1034483
644,4/22/2021,113,37,17,6,2,3,276.1034483,37,276.1034483
645,4/23/2021,63,41,16,6,2,1,107.8275862,41,107.8275862
646,4/24/2021,82,62,14,7,2,2,172.6896552,62,172.6896552
647,4/25/2021,120,73,15,15,2,2,300,73,300
648,4/26/2021,133,74,15,14,2,2,310.2093023,74,310.2093023
649,4/27/2021,134,75,16,8,2,1,310.9767442,75,310.9767442
650,4/28/2021,143,66,17,6,2,1,317.8837209,66,317.8837209
651,4/29/2021,121,58,15,7,2,2,301,58,301
652,4/30/2021,114,63,14,6,2,2,279.5172414,63,279.5172414
653,5/1/2021,124,42,14,4,2,1,303.3023256,42,303.3023256
654,5/2/2021,82,28,12,6,3,2,172.6896552,28,172.6896552
655,5/3/2021,50,37,13,5,2,1,83.10344828,37,83.10344828
656,5/4/2021,65,47,14,6,2,1,114.6551724,47,114.6551724
657,5/5/2021,84,44,13,6,2,1,179.5172414,44,179.5172414
658,5/6/2021,66,33,11,6,2,2,118.0689655,33,118.0689655
659,5/7/2021,44,34,12,5,3,2,72.96551724,34,72.96551724
660,5/8/2021,51,28,12,5,2,1,84.79310345,28,84.79310345
661,5/9/2021,40,29,13,4,2,1,66.20689655,29,66.20689655
662,5/10/2021,54,29,13,3,2,1,89.86206897,29,89.86206897
663,5/11/2021,54,31,14,3,2,2,89.86206897,31,89.86206897
664,5/12/2021,59,20,13,4,2,1,98.31034483,20,98.31034483
665,5/13/2021,38,16,11,4,2,1,62.82758621,16,62.82758621
666,5/14/2021,24,7,10,3,2,1,40,7,40
667,5/15/2021,17,9,10,2,2,1,28.33333333,9,28.33333333
668,5/16/2021,21,13,11,2,3,2,35,13,35
669,5/17/2021,18,16,10,3,3,1,30,16,30
670,5/18/2021,14,11,11,2,2,1,23.33333333,11,23.33333333
671,5/19/2021,12,13,9,2,2,2,20,13,20
672,5/20/2021,31,14,9,3,3,1,51,14,51
673,5/21/2021,23,16,11,2,2,1,38.33333333,16,38.33333333
674,5/22/2021,29,21,11,2,2,2,48.33333333,21,48.33333333
675,5/23/2021,35,36,11,2,2,1,57.75862069,36,57.75862069
676,5/24/2021,45,35,12,2,3,1,74.65517241,35,74.65517241
677,5/25/2021,45,37,11,2,3,1,74.65517241,37,74.65517241
678,5/26/2021,47,34,11,2,3,1,78.03448276,34,78.03448276
679,5/27/2021,43,36,11,2,3,1,71.27586207,36,71.27586207
680,5/28/2021,47,26,11,2,3,1,78.03448276,26,78.03448276
681,5/29/2021,34,13,10,2,3,1,56.06896552,13,56.06896552
682,5/30/2021,14,16,10,2,2,1,23.33333333,16,23.33333333
683,5/31/2021,19,18,10,2,3,1,31.66666667,18,31.66666667
684,6/1/2021,25,14,11,4,3,1,41.66666667,14,41.66666667
685,6/2/2021,19,30,11,4,3,1,31.66666667,30,31.66666667
686,6/3/2021,67,26,12,5,2,1,121.4827586,26,121.4827586
687,6/5/2021,40,16,9,2,3,1,66.20689655,16,66.20689655
688,6/18/2021,70,56,9,2,3,1,131.7241379,56,131.7241379
689,6/20/2021,74,43,10,3,3,2,145.3793103,43,145.3793103
690,6/21/2021,62,58,10,3,3,2,104.4137931,58,104.4137931
691,6/22/2021,85,61,10,4,3,2,182.9310345,61,182.9310345
692,6/23/2021,82,57,9,3,2,2,172.6896552,57,172.6896552
693,6/24/2021,59,63,10,3,2,2,98.31034483,63,98.31034483
694,6/25/2021,71,32,9,2,3,2,135.137931,32,135.137931
695,6/26/2021,37,25,9,3,3,2,61.13793103,25,61.13793103
696,6/27/2021,32,42,10,8,2,3,52.68965517,42,52.68965517
697,6/28/2021,42,45,14,7,2,3,69.5862069,45,69.5862069
698,6/29/2021,55,44,12,7,2,3,91.55172414,44,91.55172414
699,6/30/2021,52,34,11,6,2,2,86.48275862,34,86.48275862
700,7/1/2021,46,19,10,3,2,2,76.34482759,19,76.34482759
701,7/2/2021,17,27,10,3,2,2,28.33333333,27,28.33333333
702,7/3/2021,29,18,10,2,3,2,48.33333333,18,48.33333333
703,7/4/2021,22,20,10,3,3,2,36.66666667,20,36.66666667
704,7/5/2021,33,35,12,7,3,3,54.37931034,35,54.37931034
705,7/6/2021,62,33,11,7,1,3,104.4137931,33,104.4137931
706,7/7/2021,64,30,11,6,2,3,111.2413793,30,111.2413793
707,7/8/2021,49,29,10,4,2,3,81.4137931,29,81.4137931
708,7/9/2021,52,26,10,3,3,2,86.48275862,26,86.48275862
709,7/10/2021,60,33,10,3,3,2,100,33,100
710,7/11/2021,66,40,10,3,3,2,118.0689655,40,118.0689655
711,7/12/2021,65,28,9,4,3,3,114.6551724,28,114.6551724
712,7/13/2021,50,15,8,5,3,4,83.10344828,15,83.10344828
713,7/14/2021,15,11,8,4,3,4,25,11,25
714,7/15/2021,16,13,8,4,3,3,26.66666667,13,26.66666667
715,7/16/2021,25,19,8,4,2,3,41.66666667,19,41.66666667
716,7/17/2021,31,18,11,3,3,3,51,18,51
717,7/18/2021,39,24,9,4,3,4,64.51724138,24,64.51724138
718,7/19/2021,44,35,9,4,3,3,72.96551724,35,72.96551724
719,7/20/2021,53,32,8,4,3,3,88.17241379,32,88.17241379
720,7/21/2021,52,27,8,4,3,3,86.48275862,27,86.48275862
721,7/22/2021,47,29,8,4,3,3,78.03448276,29,78.03448276
722,7/23/2021,48,32,8,4,3,4,79.72413793,32,79.72413793
723,7/24/2021,50,28,8,3,3,3,83.10344828,28,83.10344828
724,7/25/2021,45,27,8,3,3,3,74.65517241,27,74.65517241
725,7/26/2021,43,32,9,3,3,3,71.27586207,32,71.27586207
726,7/27/2021,51,30,9,3,3,3,84.79310345,30,84.79310345
727,7/28/2021,45,40,9,4,3,3,74.65517241,40,74.65517241
728,7/29/2021,55,34,9,3,3,3,91.55172414,34,91.55172414
729,7/30/2021,50,33,9,4,3,2,83.10344828,33,83.10344828
730,7/31/2021,50,30,8,3,3,3,83.10344828,30,83.10344828
731,8/1/2021,47,34,9,3,3,3,78.03448276,34,78.03448276
732,8/2/2021,57,31,9,3,3,4,94.93103448,31,94.93103448
733,8/3/2021,47,32,9,5,3,4,78.03448276,32,78.03448276
734,8/4/2021,45,34,8,4,3,3,74.65517241,34,74.65517241
735,8/5/2021,51,34,9,4,3,3,84.79310345,34,84.79310345
736,8/6/2021,48,29,9,4,3,3,79.72413793,29,79.72413793
737,8/7/2021,46,30,9,3,2,4,76.34482759,30,76.34482759
738,8/8/2021,51,30,9,4,3,2,84.79310345,30,84.79310345
739,8/9/2021,55,30,8,4,3,4,91.55172414,30,91.55172414
740,8/10/2021,46,38,9,3,3,2,76.34482759,38,76.34482759
741,8/11/2021,56,32,9,4,3,4,93.24137931,32,93.24137931
742,8/12/2021,49,39,9,3,3,4,81.4137931,39,81.4137931
743,8/13/2021,60,40,9,4,3,3,100,40,100
744,8/16/2021,63,39,8,5,3,3,107.8275862,39,107.8275862
745,8/17/2021,61,34,9,4,3,3,101,34,101
746,8/18/2021,58,28,9,3,3,3,96.62068966,28,96.62068966
747,8/19/2021,50,42,9,4,3,3,83.10344828,42,83.10344828
748,8/20/2021,67,44,8,7,3,4,121.4827586,44,121.4827586
749,8/21/2021,69,37,8,11,3,3,128.3103448,37,128.3103448
750,8/22/2021,64,33,9,5,2,4,111.2413793,33,111.2413793
751,8/23/2021,61,32,9,6,2,4,101,32,101
752,8/24/2021,57,31,8,6,2,5,94.93103448,31,94.93103448
753,8/25/2021,55,22,9,5,2,3,91.55172414,22,91.55172414
754,8/26/2021,41,24,8,7,2,3,67.89655172,24,67.89655172
755,8/27/2021,36,18,8,4,3,3,59.44827586,18,59.44827586
756,8/28/2021,59,25,8,3,2,3,98.31034483,25,98.31034483
757,8/29/2021,49,31,9,4,3,5,81.4137931,31,81.4137931
758,8/30/2021,47,47,9,4,3,2,78.03448276,47,78.03448276
759,8/31/2021,61,39,9,4,2,3,101,39,101
760,9/1/2021,63,28,8,4,3,4,107.8275862,28,107.8275862
761,9/2/2021,57,28,9,4,3,3,94.93103448,28,94.93103448
762,9/3/2021,36,28,8,5,3,5,59.44827586,28,59.44827586
763,9/4/2021,50,22,8,4,3,5,83.10344828,22,83.10344828
764,9/5/2021,42,24,9,4,3,4,69.5862069,24,69.5862069
765,9/6/2021,45,24,8,3,4,4,74.65517241,24,74.65517241
766,9/7/2021,49,28,8,4,3,5,81.4137931,28,81.4137931
767,9/8/2021,54,36,8,4,3,3,89.86206897,36,89.86206897
768,9/9/2021,57,34,9,3,3,3,94.93103448,34,94.93103448
769,9/10/2021,55,32,8,3,3,4,91.55172414,32,91.55172414
770,9/11/2021,59,28,8,3,3,4,98.31034483,28,98.31034483
771,9/12/2021,47,30,8,3,3,3,78.03448276,30,78.03448276
772,9/13/2021,50,38,9,3,3,3,83.10344828,38,83.10344828
773,9/14/2021,58,43,9,5,3,3,96.62068966,43,96.62068966
774,9/15/2021,58,52,9,5,3,6,96.62068966,52,96.62068966
775,9/16/2021,67,57,9,6,3,3,121.4827586,57,121.4827586
776,9/17/2021,77,55,10,6,3,3,155.6206897,55,155.6206897
777,9/18/2021,68,54,11,5,3,3,124.8965517,54,124.8965517
778,9/19/2021,71,47,9,12,3,5,135.137931,47,135.137931
779,9/20/2021,67,30,9,6,3,3,121.4827586,30,121.4827586
780,9/21/2021,52,26,8,5,3,3,86.48275862,26,86.48275862
781,9/22/2021,51,31,8,5,3,3,84.79310345,31,84.79310345
782,9/23/2021,52,40,9,8,3,4,86.48275862,40,86.48275862
783,9/24/2021,62,32,9,5,2,4,104.4137931,32,104.4137931
784,9/25/2021,51,22,8,4,3,3,84.79310345,22,84.79310345
785,9/26/2021,42,23,8,5,3,3,69.5862069,23,69.5862069
786,9/27/2021,51,32,8,4,3,3,84.79310345,32,84.79310345
787,9/28/2021,49,36,9,4,3,3,81.4137931,36,81.4137931
788,9/29/2021,51,44,9,7,3,4,84.79310345,44,84.79310345
789,9/30/2021,61,44,9,8,2,3,101,44,101
790,10/1/2021,62,47,7,10,3,4,104.4137931,47,104.4137931
791,10/2/2021,69,34,7,9,3,3,128.3103448,34,128.3103448
792,10/3/2021,56,38,7,14,3,4,93.24137931,38,93.24137931
793,10/4/2021,55,39,7,10,3,4,91.55172414,39,91.55172414
794,10/5/2021,58,27,8,7,3,4,96.62068966,27,96.62068966
795,10/6/2021,53,31,10,7,3,4,88.17241379,31,88.17241379
796,10/7/2021,55,29,8,9,3,5,91.55172414,29,91.55172414
797,10/8/2021,60,22,8,7,3,5,100,22,100
798,10/9/2021,48,22,8,6,3,3,79.72413793,22,79.72413793
799,10/10/2021,46,28,8,7,2,4,76.34482759,28,76.34482759
800,10/11/2021,55,18,8,6,3,4,91.55172414,18,91.55172414
801,10/12/2021,40,21,8,6,3,3,66.20689655,21,66.20689655
802,10/13/2021,39,24,8,5,2,3,64.51724138,24,64.51724138
803,10/14/2021,46,51,10,9,2,4,76.34482759,51,76.34482759
804,10/15/2021,94,64,12,11,2,4,211.2413793,64,211.2413793
805,10/16/2021,125,51,10,6,3,3,304.0697674,51,304.0697674
806,10/17/2021,83,57,10,6,3,3,176.1034483,57,176.1034483
807,10/18/2021,89,64,10,7,3,3,196.5862069,64,196.5862069
808,10/19/2021,90,73,10,12,2,4,200,73,200
809,10/20/2021,110,67,10,14,3,4,265.862069,67,265.862069
810,10/21/2021,110,64,9,12,3,4,265.862069,64,265.862069
811,10/22/2021,101,49,9,19,3,6,235.137931,49,235.137931
