,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI
812,10/23/2021,80,21,9,6,3,2,165.862069,21,165.862069
813,10/24/2021,46,59,8,12,3,3,76.34482759,59,76.34482759
814,10/25/2021,106,71,8,11,3,4,252.2068966,71,252.2068966
815,10/26/2021,136,80,8,12,3,4,312.5116279,80,312.5116279
816,10/27/2021,153,77,9,9,3,4,325.5581395,77,325.5581395
817,10/28/2021,154,62,7,10,3,4,326.3255814,62,326.3255814
818,10/29/2021,115,36,7,10,3,4,282.9310345,36,282.9310345
819,10/30/2021,60,31,7,9,3,4,100,31,100
820,10/31/2021,61,25,7,8,3,4,101,25,101
821,11/1/2021,44,35,7,16,3,5,72.96551724,35,72.96551724
822,11/2/2021,53,44,7,9,2,5,88.17241379,44,88.17241379
823,11/3/2021,73,44,7,7,2,4,141.9655172,44,141.9655172
824,11/4/2021,75,27,7,5,2,4,148.7931034,27,148.7931034
825,11/5/2021,68,21,7,4,3,3,124.8965517,21,124.8965517
826,11/6/2021,57,52,8,7,3,5,94.93103448,52,94.93103448
827,11/7/2021,115,77,8,9,3,6,282.9310345,77,282.9310345
828,11/8/2021,158,74,9,8,2,5,329.3953488,74,329.3953488
829,11/9/2021,152,73,8,6,3,5,324.7906977,73,324.7906977
830,11/10/2021,146,55,8,3,3,6,320.1860465,55,320.1860465
831,11/11/2021,128,24,8,3,3,5,306.372093,24,306.372093
832,11/12/2021,55,47,7,11,3,6,91.55172414,47,91.55172414
833,11/13/2021,88,34,7,7,2,5,193.1724138,34,193.1724138
834,11/14/2021,66,37,8,7,2,6,118.0689655,37,118.0689655
835,11/15/2021,71,48,7,13,2,5,135.137931,48,135.137931
836,11/16/2021,86,43,7,12,2,5,186.3448276,43,186.3448276
837,11/17/2021,72,19,8,6,2,6,138.5517241,19,138.5517241
838,11/18/2021,47,29,8,7,3,5,78.03448276,29,78.03448276
839,11/19/2021,63,28,7,6,3,6,107.8275862,28,107.8275862
840,11/20/2021,63,41,8,5,3,6,107.8275862,41,107.8275862
841,11/21/2021,75,37,7,10,3,6,148.7931034,37,148.7931034
842,11/22/2021,65,42,7,12,3,6,114.6551724,42,114.6551724
843,11/23/2021,60,45,7,12,2,6,100,45,100
844,11/24/2021,74,44,7,13,3,5,145.3793103,44,145.3793103
845,11/25/2021,75,58,7,9,3,5,148.7931034,58,148.7931034
846,11/26/2021,108,66,7,8,3,5,259.0344828,66,259.0344828
847,11/27/2021,137,46,7,7,3,5,313.2790698,46,313.2790698
848,11/28/2021,97,52,7,14,3,5,221.4827586,52,221.4827586
849,11/29/2021,78,49,7,12,2,5,159.0344828,49,159.0344828
850,11/30/2021,75,75,7,13,2,5,148.7931034,75,148.7931034
851,12/1/2021,113,78,7,12,2,5,276.1034483,78,276.1034483
852,12/2/2021,147,67,8,7,2,5,320.9534884,67,320.9534884
853,12/3/2021,135,81,8,8,3,5,311.744186,81,311.744186
854,12/4/2021,146,55,8,6,4,5,320.1860465,55,320.1860465
855,12/8/2021,114,60,7,13,3,5,279.5172414,60,279.5172414
856,12/9/2021,95,64,7,17,3,5,214.6551724,64,214.6551724
857,12/10/2021,93,48,7,8,2,5,207.8275862,48,207.8275862
858,12/11/2021,84,53,7,12,2,5,179.5172414,53,179.5172414
859,12/12/2021,83,47,7,9,3,4,176.1034483,47,176.1034483
860,12/13/2021,85,59,18,16,3,2,182.9310345,59,182.9310345
861,12/14/2021,84,68,9,10,3,2,179.5172414,68,179.5172414
862,12/15/2021,117,73,9,9,2,2,289.7586207,73,289.7586207
863,12/16/2021,136,80,10,10,3,2,312.5116279,80,312.5116279
864,12/17/2021,148,87,10,9,3,2,321.7209302,87,321.7209302
865,12/18/2021,156,75,9,9,3,2,327.8604651,75,327.8604651
866,12/19/2021,132,76,10,12,3,2,309.4418605,76,309.4418605
867,12/20/2021,131,101,11,14,2,4,308.6744186,101,308.6744186
868,12/21/2021,158,92,10,14,2,3,329.3953488,92,329.3953488
869,12/22/2021,145,90,12,13,2,5,319.4186047,90,319.4186047
870,12/23/2021,143,87,10,12,3,4,317.8837209,87,317.8837209
871,12/24/2021,133,79,14,12,2,2,310.2093023,79,310.2093023
872,12/25/2021,132,72,11,10,3,3,309.4418605,72,309.4418605
873,12/26/2021,119,80,9,20,3,2,296.5862069,80,296.5862069
874,12/27/2021,125,65,9,8,3,2,304.0697674,65,304.0697674
875,12/29/2021,102,60,9,9,3,3,238.5517241,60,238.5517241
876,12/30/2021,87,44,9,7,3,3,189.7586207,44,189.7586207
877,12/31/2021,65,39,9,7,3,2,114.6551724,39,114.6551724
878,1/2/2022,38,63,10,6,3,3,62.82758621,63,63
879,1/3/2022,84,66,9,7,3,3,179.5172414,66,179.5172414
880,1/4/2022,110,75,18,15,3,3,265.862069,75,265.862069
881,1/10/2022,89,54,16,13,3,3,196.5862069,54,196.5862069
882,2/8/2022,113,75,9,5,3,3,276.1034483,75,276.1034483
883,2/9/2022,111,65,8,4,3,3,269.2758621,65,269.2758621
884,2/10/2022,96,63,8,5,3,3,218.0689655,63,218.0689655
885,2/11/2022,80,57,11,5,3,3,165.862069,57,165.862069
886,2/12/2022,77,62,8,4,2,4,155.6206897,62,155.6206897
887,2/13/2022,94,63,8,4,3,3,211.2413793,63,211.2413793
888,2/14/2022,98,67,15,3,3,3,224.8965517,67,224.8965517
889,2/15/2022,133,71,10,3,3,3,310.2093023,71,310.2093023
890,2/16/2022,126,77,9,5,3,10,304.8372093,77,304.8372093
891,2/17/2022,129,65,8,4,3,5,307.1395349,65,307.1395349
892,2/18/2022,105,66,9,3,3,4,248.7931034,66,248.7931034
893,2/21/2022,122,87,14,3,3,5,301.7674419,87,301.7674419
894,2/22/2022,154,61,7,5,3,3,326.3255814,61,326.3255814
895,2/23/2022,83,47,10,5,3,3,176.1034483,47,176.1034483
896,2/24/2022,63,72,7,4,2,4,107.8275862,72,107.8275862
897,3/5/2022,73,51,9,4,3,3,141.9655172,51,141.9655172
898,3/6/2022,70,59,9,5,3,4,131.7241379,59,131.7241379
899,3/7/2022,88,66,12,4,3,3,193.1724138,66,193.1724138
900,3/8/2022,110,73,9,4,3,3,265.862069,73,265.862069
901,3/9/2022,132,78,9,5,2,3,309.4418605,78,309.4418605
902,3/10/2022,137,73,8,6,2,3,313.2790698,73,313.2790698
903,3/11/2022,124,76,8,6,1,3,303.3023256,76,303.3023256
904,3/12/2022,129,74,9,4,2,2,307.1395349,74,307.1395349
905,3/13/2022,126,92,21,10,1,5,304.8372093,92,304.8372093
906,3/14/2022,144,88,25,4,1,2,318.6511628,88,318.6511628
907,3/15/2022,143,91,24,7,2,3,317.8837209,91,317.8837209
908,3/16/2022,154,95,10,6,1,2,326.3255814,95,326.3255814
909,3/17/2022,146,86,22,8,1,3,320.1860465,86,320.1860465
910,3/18/2022,146,69,18,3,1,2,320.1860465,69,320.1860465
911,3/19/2022,124,55,8,3,2,4,303.3023256,55,303.3023256
912,3/20/2022,94,64,12,3,2,4,211.2413793,64,211.2413793
913,3/21/2022,103,60,21,3,2,3,241.9655172,60,241.9655172
914,3/22/2022,113,82,19,5,1,3,276.1034483,82,276.1034483
915,3/23/2022,152,79,18,4,2,3,324.7906977,79,324.7906977
916,3/24/2022,151,74,10,3,2,3,324.0232558,74,324.0232558
917,3/25/2022,130,74,10,3,2,2,307.9069767,74,307.9069767
918,3/26/2022,127,72,9,4,2,2,305.6046512,72,305.6046512
919,3/27/2022,124,71,11,4,2,3,303.3023256,71,303.3023256
920,3/28/2022,122,72,11,3,2,3,301.7674419,72,301.7674419
921,3/29/2022,118,78,10,3,2,3,293.1724138,78,293.1724138
922,3/30/2022,134,72,10,3,1,3,310.9767442,72,310.9767442
923,3/31/2022,114,71,11,2,2,2,279.5172414,71,279.5172414
924,4/1/2022,131,69,10,3,2,3,308.6744186,69,308.6744186
925,4/2/2022,119,67,10,3,1,2,296.5862069,67,296.5862069
926,4/3/2022,119,72,18,5,1,3,296.5862069,72,296.5862069
927,4/4/2022,132,67,9,4,2,2,309.4418605,67,309.4418605
928,4/5/2022,109,75,10,5,3,3,262.4482759,75,262.4482759
929,4/6/2022,129,73,10,4,2,2,307.1395349,73,307.1395349
930,4/7/2022,126,60,9,4,2,3,304.8372093,60,304.8372093
931,4/8/2022,87,55,10,4,3,3,189.7586207,55,189.7586207
932,4/9/2022,79,49,9,3,3,3,162.4482759,49,162.4482759
933,4/10/2022,67,50,8,4,3,3,121.4827586,50,121.4827586
934,4/11/2022,69,44,8,3,2,2,128.3103448,44,128.3103448
935,4/12/2022,54,35,8,4,2,2,89.86206897,35,89.86206897
936,4/13/2022,61,38,11,3,2,3,101,38,101
937,4/14/2022,60,34,14,2,2,3,100,34,100
938,4/15/2022,57,41,12,2,2,2,94.93103448,41,94.93103448
939,4/16/2022,74,50,11,2,2,3,145.3793103,50,145.3793103
940,4/17/2022,96,31,11,2,3,3,218.0689655,31,218.0689655
941,4/18/2022,61,56,11,4,2,3,101,56,101
942,4/19/2022,95,66,11,4,2,3,214.6551724,66,214.6551724
943,4/20/2022,114,79,14,4,1,2,279.5172414,79,279.5172414
944,4/21/2022,145,71,13,4,1,3,319.4186047,71,319.4186047
945,4/22/2022,135,54,10,4,2,3,311.744186,54,311.744186
946,4/23/2022,89,51,10,3,2,2,196.5862069,51,196.5862069
947,4/24/2022,72,69,13,4,2,3,138.5517241,69,138.5517241
948,4/25/2022,118,67,12,4,2,3,293.1724138,67,293.1724138
949,4/26/2022,112,78,11,5,2,3,272.6896552,78,272.6896552
950,4/27/2022,125,78,17,5,3,3,304.0697674,78,304.0697674
951,4/28/2022,131,69,14,4,2,3,308.6744186,69,308.6744186
952,4/29/2022,119,59,15,2,2,3,296.5862069,59,296.5862069
953,5/1/2022,86,47,10,3,3,3,186.3448276,47,186.3448276
954,5/2/2022,83,45,12,2,2,3,176.1034483,45,176.1034483
955,5/3/2022,56,37,12,2,3,3,93.24137931,37,93.24137931
956,5/4/2022,48,39,10,2,3,3,79.72413793,39,79.72413793
957,5/5/2022,50,48,17,3,3,3,83.10344828,48,83.10344828
958,5/6/2022,60,54,13,3,3,2,100,54,100
959,5/7/2022,76,56,12,2,3,2,152.2068966,56,152.2068966
960,5/8/2022,86,54,11,2,3,2,186.3448276,54,186.3448276
961,5/9/2022,89,54,9,2,2,3,196.5862069,54,196.5862069
962,5/10/2022,77,47,7,1,2,2,155.6206897,47,155.6206897
963,5/11/2022,68,28,7,1,2,2,124.8965517,28,124.8965517
964,5/12/2022,54,48,8,2,2,2,89.86206897,48,89.86206897
965,5/14/2022,70,51,8,2,1,2,131.7241379,51,131.7241379
966,5/16/2022,59,32,7,2,2,2,98.31034483,32,98.31034483
967,5/17/2022,62,21,7,3,2,2,104.4137931,21,104.4137931
968,5/18/2022,41,22,7,2,2,2,67.89655172,22,67.89655172
969,5/19/2022,40,60,7,1,2,3,66.20689655,60,66.20689655
970,5/20/2022,70,53,8,1,1,2,131.7241379,53,131.7241379
971,5/21/2022,72,39,8,1,2,3,138.5517241,39,138.5517241
972,5/22/2022,51,33,8,2,2,3,84.79310345,33,84.79310345
973,5/23/2022,41,49,8,2,2,3,67.89655172,49,67.89655172
974,5/24/2022,54,53,8,3,2,3,89.86206897,53,89.86206897
975,5/25/2022,57,63,10,2,1,2,94.93103448,63,94.93103448
976,5/26/2022,76,60,9,3,2,2,152.2068966,60,152.2068966
977,5/27/2022,67,55,8,2,2,2,121.4827586,55,121.4827586
978,5/28/2022,57,42,8,2,3,3,94.93103448,42,94.93103448
979,5/29/2022,49,46,15,2,3,2,81.4137931,46,81.4137931
980,5/31/2022,44,40,12,2,2,3,72.96551724,40,72.96551724
981,6/1/2022,48,44,13,2,1,2,79.72413793,44,79.72413793
982,6/2/2022,57,51,9,2,2,3,94.93103448,51,94.93103448
983,6/3/2022,59,38,11,2,2,3,98.31034483,38,98.31034483
984,6/4/2022,55,43,11,2,2,3,91.55172414,43,91.55172414
985,6/5/2022,67,24,12,2,2,3,121.4827586,24,121.4827586
986,6/6/2022,44,33,12,2,2,3,72.96551724,33,72.96551724
987,6/7/2022,47,24,12,2,2,2,78.03448276,24,78.03448276
988,6/8/2022,35,20,11,2,3,2,57.75862069,20,57.75862069
989,6/9/2022,26,26,8,2,3,2,43.33333333,26,43.33333333
990,6/10/2022,24,28,8,2,3,2,40,28,40
991,6/11/2022,26,19,8,2,3,2,43.33333333,19,43.33333333
992,6/12/2022,14,21,9,2,3,2,23.33333333,21,23.33333333
993,6/13/2022,17,19,9,2,3,2,28.33333333,19,28.33333333
994,6/14/2022,24,22,9,2,2,2,40,22,40
995,6/15/2022,33,28,7,2,3,3,54.37931034,28,54.37931034
996,6/16/2022,42,27,8,2,3,3,69.5862069,27,69.5862069
997,6/17/2022,57,32,10,2,2,3,94.93103448,32,94.93103448
998,6/18/2022,61,26,7,2,2,2,101,26,101
999,6/19/2022,49,36,8,2,2,2,81.4137931,36,81.4137931
1000,6/20/2022,61,30,8,2,3,3,101,30,101
1001,6/21/2022,49,32,7,2,2,3,81.4137931,32,81.4137931
1002,6/22/2022,56,33,8,2,2,3,93.24137931,33,93.24137931
1003,6/23/2022,56,30,8,2,2,2,93.24137931,30,93.24137931
1004,6/24/2022,46,44,7,2,2,2,76.34482759,44,76.34482759
1005,6/25/2022,58,51,7,2,2,2,96.62068966,51,96.62068966
1006,6/26/2022,62,48,8,2,3,2,104.4137931,48,104.4137931
1007,6/27/2022,62,43,7,2,3,2,104.4137931,43,104.4137931
1008,6/28/2022,59,30,8,2,2,2,98.31034483,30,98.31034483
1009,6/29/2022,48,31,7,5,3,4,79.72413793,31,79.72413793
1010,6/30/2022,52,39,8,5,2,8,86.48275862,39,86.48275862
1011,7/1/2022,58,52,8,3,3,5,96.62068966,52,96.62068966
1012,7/2/2022,67,47,8,4,3,2,121.4827586,47,121.4827586
1013,7/3/2022,62,32,8,4,3,2,104.4137931,32,104.4137931
1014,7/4/2022,47,32,7,4,1,3,78.03448276,32,78.03448276
1015,7/8/2022,60,34,1,5,1,3,100,34,100
1016,7/10/2022,50,33,4,4,1,2,83.10344828,33,83.10344828
1017,7/13/2022,57,30,5,4,1,2,94.93103448,30,94.93103448
1018,7/14/2022,51,36,3,4,1,2,84.79310345,36,84.79310345
1019,7/15/2022,55,32,3,5,1,3,91.55172414,32,91.55172414
1020,7/17/2022,52,30,3,5,1,2,86.48275862,30,86.48275862
1021,7/18/2022,59,43,8,7,1,2,98.31034483,43,98.31034483
1022,7/19/2022,61,47,7,5,1,2,101,47,101
1023,7/20/2022,61,38,8,5,1,3,101,38,101
1024,7/21/2022,54,48,4,5,2,3,89.86206897,48,89.86206897
1025,7/22/2022,65,43,7,7,2,2,114.6551724,43,114.6551724
1026,7/23/2022,65,36,3,6,2,2,114.6551724,36,114.6551724
1027,7/24/2022,56,40,10,4,2,2,93.24137931,40,93.24137931
1028,7/25/2022,60,39,6,5,2,2,100,39,100
1029,7/26/2022,55,39,6,11,2,3,91.55172414,39,91.55172414
1030,8/4/2022,66,25,6,6,2,2,118.0689655,25,118.0689655
1031,8/5/2022,54,25,7,6,1,2,89.86206897,25,89.86206897
1032,9/6/2022,59,23,4,8,2,2,98.31034483,23,98.31034483
1033,9/14/2022,49,40,6,10,2,2,81.4137931,40,81.4137931
1034,9/16/2022,58,40,10,5,2,2,96.62068966,40,96.62068966
1035,9/18/2022,60,40,15,6,2,2,100,40,100
1036,9/19/2022,59,46,14,6,2,3,98.31034483,46,98.31034483
1037,9/22/2022,78,46,8,5,1,3,159.0344828,46,159.0344828
1038,9/26/2022,64,41,24,6,1,3,111.2413793,41,111.2413793
1039,9/27/2022,65,47,30,10,1,3,114.6551724,47,114.6551724
1040,9/28/2022,73,39,26,5,1,3,141.9655172,39,141.9655172
1041,9/29/2022,62,36,29,6,1,2,104.4137931,36,104.4137931
1042,10/24/2022,132,73,35,8,1,2,309.4418605,73,309.4418605
1043,10/25/2022,134,98,27,13,1,4,310.9767442,98,310.9767442
1044,10/26/2022,173,65,8,14,1,3,340.9069767,65,340.9069767
1045,10/27/2022,116,64,6,15,1,2,286.3448276,64,286.3448276
1046,10/28/2022,128,60,9,17,1,3,306.372093,60,306.372093
1047,10/29/2022,126,56,6,9,1,2,304.8372093,56,304.8372093
1048,10/30/2022,117,76,20,14,1,3,289.7586207,76,289.7586207
1049,10/31/2022,149,57,13,11,1,3,322.4883721,57,322.4883721
1050,11/1/2022,112,33,4,10,1,3,272.6896552,33,272.6896552
1051,11/2/2022,59,44,2,11,1,3,98.31034483,44,98.31034483
1052,11/3/2022,72,48,2,11,1,4,138.5517241,48,138.5517241
1053,11/4/2022,70,51,3,11,1,3,131.7241379,51,131.7241379
1054,11/5/2022,86,56,6,11,1,3,186.3448276,56,186.3448276
1055,11/6/2022,114,74,7,11,2,3,279.5172414,74,279.5172414
1056,11/7/2022,144,67,10,11,1,3,318.6511628,67,318.6511628
1057,11/8/2022,133,72,8,10,1,3,310.2093023,72,310.2093023
1058,11/9/2022,142,66,3,10,1,3,317.1162791,66,317.1162791
1059,11/10/2022,133,73,12,9,1,2,310.2093023,73,310.2093023
1060,11/11/2022,155,46,5,9,1,3,327.0930233,46,327.0930233
1061,11/18/2022,126,69,9,12,1,3,304.8372093,69,304.8372093
1062,11/19/2022,138,68,9,9,1,2,314.0465116,68,314.0465116
1063,11/20/2022,142,66,12,8,1,2,317.1162791,66,317.1162791
1064,11/21/2022,135,45,2,8,1,2,311.744186,45,311.744186
1065,11/22/2022,96,24,2,6,1,2,218.0689655,24,218.0689655
1066,11/24/2022,71,62,2,12,1,2,135.137931,62,135.137931
1067,11/29/2022,157,81,34,14,1,3,328.627907,81,328.627907
1068,11/30/2022,163,72,4,14,1,3,333.2325581,72,333.2325581
1069,12/1/2022,143,58,1,14,1,3,317.8837209,58,317.8837209
1070,12/4/2022,45,69,2,13,1,3,74.65517241,69,74.65517241
1071,12/5/2022,81,74,14,12,1,2,169.2758621,74,169.2758621
1072,12/6/2022,132,75,6,14,1,2,309.4418605,75,309.4418605
1073,12/10/2022,20,12,5,31,1,3,33.33333333,12,33.33333333
1074,12/11/2022,20,33,12,21,1,3,33.33333333,33,33.33333333
1075,12/12/2022,170,33,5,17,2,2,338.6046512,33,338.6046512
1076,12/14/2022,45,51,4,18,2,3,74.65517241,51,74.65517241
1077,12/15/2022,61,62,8,19,2,4,101,62,101
1078,12/16/2022,73,62,11,17,2,3,141.9655172,62,141.9655172
1079,12/17/2022,72,72,15,12,1,2,138.5517241,72,138.5517241
1080,12/18/2022,116,74,13,17,1,3,286.3448276,74,286.3448276
1081,12/19/2022,86,64,24,19,2,4,186.3448276,64,186.3448276
1082,12/20/2022,75,54,17,15,2,3,148.7931034,54,148.7931034
1083,12/21/2022,63,55,25,16,2,3,107.8275862,55,107.8275862
1084,12/22/2022,64,68,20,13,2,3,111.2413793,68,111.2413793
1085,12/23/2022,117,64,25,14,2,3,289.7586207,64,289.7586207
1086,12/24/2022,74,44,6,9,2,2,145.3793103,44,145.3793103
1087,12/25/2022,53,29,6,17,2,4,88.17241379,29,88.17241379
1088,12/26/2022,36,40,6,14,2,3,59.44827586,40,59.44827586
1089,12/27/2022,69,46,5,14,1,3,128.3103448,46,128.3103448
1090,12/28/2022,54,46,29,17,1,4,89.86206897,46,89.86206897
1091,12/29/2022,56,52,22,17,1,4,93.24137931,52,93.24137931
1092,12/30/2022,62,61,13,14,1,3,104.4137931,61,104.4137931
1093,12/31/2022,113,61,13,13,1,3,276.1034483,61,276.1034483
1094,1/1/2023,71,64,26,17,2,3,135.137931,64,135.137931
1095,1/2/2023,74,65,20,19,2,3,145.3793103,65,145.3793103
1096,1/3/2023,76,65,14,16,2,3,152.2068966,65,152.2068966
1097,1/4/2023,75,59,28,18,2,3,148.7931034,59,148.7931034
1098,1/5/2023,93,64,25,15,2,3,207.8275862,64,207.8275862
1099,1/6/2023,74,69,24,16,2,3,145.3793103,69,145.3793103
1100,1/7/2023,80,77,22,13,2,2,165.862069,77,165.862069
1101,1/8/2023,90,78,19,18,2,4,200,78,200
1102,1/9/2023,92,72,28,22,1,3,204.4137931,72,204.4137931
1103,1/10/2023,84,66,47,24,2,4,179.5172414,66,179.5172414
1104,1/11/2023,77,72,47,23,2,5,155.6206897,72,155.6206897
1105,1/12/2023,85,70,62,22,1,4,182.9310345,70,182.9310345
1106,1/13/2023,82,81,16,20,2,4,172.6896552,81,172.6896552
1107,1/14/2023,94,63,11,15,1,3,211.2413793,63,211.2413793
1108,1/15/2023,74,68,37,22,1,3,145.3793103,68,145.3793103
1109,1/17/2023,79,57,29,17,2,3,162.4482759,57,162.4482759
1110,1/18/2023,67,67,27,17,15,3,121.4827586,67,121.4827586
1111,1/19/2023,78,69,22,15,5,3,159.0344828,69,159.0344828
1112,1/20/2023,80,70,33,16,17,3,165.862069,70,165.862069
1113,1/21/2023,81,66,4,12,1,2,169.2758621,66,169.2758621
1114,1/22/2023,76,67,17,16,2,3,152.2068966,67,152.2068966
1115,1/23/2023,78,57,26,14,3,3,159.0344828,57,159.0344828
1116,1/24/2023,66,65,43,17,3,3,118.0689655,65,118.0689655
1117,1/26/2023,538,69,27,15,3,3,500,69,500
1118,1/27/2023,79,63,8,15,3,3,162.4482759,63,162.4482759
1119,1/28/2023,73,65,5,15,4,3,141.9655172,65,141.9655172
1120,1/29/2023,75,62,4,14,4,3,148.7931034,62,148.7931034
1121,1/30/2023,72,53,12,12,3,3,138.5517241,53,138.5517241
1122,1/31/2023,62,69,6,13,4,3,104.4137931,69,104.4137931
1123,2/1/2023,80,70,22,15,4,3,165.862069,70,165.862069
1124,2/2/2023,81,68,7,14,4,4,169.2758621,68,169.2758621
1125,2/3/2023,79,66,15,16,4,3,162.4482759,66,162.4482759
1126,2/4/2023,76,68,8,16,3,3,152.2068966,68,152.2068966
1127,2/5/2023,103,73,40,20,4,4,241.9655172,73,241.9655172
1128,2/6/2023,85,83,32,16,4,3,182.9310345,83,182.9310345
1129,2/7/2023,97,83,57,19,4,3,221.4827586,83,221.4827586
1130,2/8/2023,98,80,48,22,5,3,224.8965517,80,224.8965517
1131,2/9/2023,115,74,20,19,5,3,282.9310345,74,282.9310345
1132,2/10/2023,87,77,14,19,5,3,189.7586207,77,189.7586207
1133,2/11/2023,91,75,7,16,4,3,201,75,201
1134,2/12/2023,131,79,16,21,5,3,308.6744186,79,308.6744186
1135,2/13/2023,145,68,19,20,5,3,319.4186047,68,319.4186047
1136,2/14/2023,104,80,8,17,5,4,245.3793103,80,245.3793103
1137,2/15/2023,129,78,6,17,5,3,307.1395349,78,307.1395349
1138,2/16/2023,124,80,16,21,5,4,303.3023256,80,303.3023256
1139,2/20/2023,109,70,15,16,5,3,262.4482759,70,262.4482759
1140,2/21/2023,110,79,12,15,5,3,265.862069,79,265.862069
1141,2/22/2023,101,80,6,16,5,3,235.137931,80,235.137931
1142,2/23/2023,86,66,7,17,5,4,186.3448276,66,186.3448276
1143,2/24/2023,72,71,8,18,5,3,138.5517241,71,138.5517241
1144,2/25/2023,76,81,11,16,5,3,152.2068966,81,152.2068966
1145,2/26/2023,87,72,19,21,5,3,189.7586207,72,189.7586207
1146,2/27/2023,127,76,11,17,5,2,305.6046512,76,305.6046512
1147,2/28/2023,137,69,17,16,5,3,313.2790698,69,313.2790698
1148,3/1/2023,136,70,10,15,5,3,312.5116279,70,312.5116279
1149,3/2/2023,121,76,11,17,5,3,301,76,301
1150,3/3/2023,129,72,8,18,5,3,307.1395349,72,307.1395349
1151,3/4/2023,123,73,7,14,5,3,302.5348837,73,302.5348837
1152,3/5/2023,126,77,6,13,5,2,304.8372093,77,304.8372093
1153,3/6/2023,147,70,15,20,5,4,320.9534884,70,320.9534884
1154,3/7/2023,115,65,22,14,5,2,282.9310345,65,282.9310345
1155,3/8/2023,116,68,19,24,4,3,286.3448276,68,286.3448276
1156,3/9/2023,126,66,14,17,5,3,304.8372093,66,304.8372093
1157,3/10/2023,117,68,18,16,5,3,289.7586207,68,289.7586207
1158,3/11/2023,125,57,7,11,5,3,304.0697674,57,304.0697674
1159,3/12/2023,102,65,17,16,5,4,238.5517241,65,238.5517241
1160,3/13/2023,125,68,8,14,5,4,304.0697674,68,304.0697674
1161,3/14/2023,119,76,15,13,4,3,296.5862069,76,296.5862069
1162,3/15/2023,142,76,28,7,4,2,317.1162791,76,317.1162791
1163,3/16/2023,156,46,7,12,4,1,327.8604651,46,327.8604651
1164,3/17/2023,101,53,9,10,4,3,235.137931,53,235.137931
1165,3/18/2023,87,45,6,6,4,2,189.7586207,45,189.7586207
1166,3/19/2023,92,45,6,5,4,3,204.4137931,45,204.4137931
1167,3/20/2023,89,45,7,7,5,4,196.5862069,45,196.5862069
1168,3/24/2023,63,53,13,8,5,3,107.8275862,53,107.8275862
1169,3/25/2023,60,56,8,8,5,3,100,56,100
1170,3/26/2023,62,51,9,7,5,3,104.4137931,51,104.4137931
1171,3/27/2023,57,71,18,12,4,4,94.93103448,71,94.93103448
1172,3/28/2023,79,67,16,8,4,3,162.4482759,67,162.4482759
1173,3/29/2023,95,52,18,6,4,2,214.6551724,52,214.6551724
1174,3/30/2023,110,48,21,5,5,2,265.862069,48,265.862069
1175,4/3/2023,91,38,6,6,4,3,201,38,201
1176,4/5/2023,88,72,30,12,5,4,193.1724138,72,193.1724138
1177,4/6/2023,111,78,17,14,5,3,269.2758621,78,269.2758621
1178,4/7/2023,122,61,10,12,5,3,301.7674419,61,301.7674419
1179,4/8/2023,92,57,9,10,5,2,204.4137931,57,204.4137931
1180,4/9/2023,87,54,7,12,5,3,189.7586207,54,189.7586207
1181,4/10/2023,82,63,17,16,5,3,172.6896552,63,172.6896552
1182,4/11/2023,97,69,24,16,5,2,221.4827586,69,221.4827586
1183,4/12/2023,107,66,17,18,5,2,255.6206897,66,255.6206897
1184,4/13/2023,102,78,34,1,5,3,238.5517241,78,238.5517241
1185,4/14/2023,121,73,22,1,4,3,301,73,301
1186,4/15/2023,124,77,14,1,5,3,303.3023256,77,303.3023256
1187,4/16/2023,130,77,37,1,5,3,307.9069767,77,307.9069767
1188,4/17/2023,132,78,34,15,4,3,309.4418605,78,309.4418605
1189,4/18/2023,125,74,43,29,4,3,304.0697674,74,304.0697674
1190,4/19/2023,126,74,44,15,5,2,304.8372093,74,304.8372093
1191,4/20/2023,138,71,29,12,5,3,314.0465116,71,314.0465116
1192,4/21/2023,126,54,23,12,4,2,304.8372093,54,304.8372093
1193,4/22/2023,109,51,19,9,6,2,262.4482759,51,262.4482759
1194,4/23/2023,106,55,34,13,5,3,252.2068966,55,252.2068966
1195,4/24/2023,90,52,17,14,5,2,200,52,200
1196,4/25/2023,91,43,7,12,5,2,201,43,201
1197,4/26/2023,84,62,21,15,6,2,179.5172414,62,179.5172414
1198,4/27/2023,110,54,21,12,6,2,265.862069,54,265.862069
1199,4/28/2023,105,59,22,17,5,2,248.7931034,59,248.7931034
1200,4/29/2023,106,47,10,10,6,2,252.2068966,47,252.2068966
1201,4/30/2023,90,24,11,7,6,2,200,24,200
1202,5/1/2023,49,32,8,12,6,3,81.4137931,32,81.4137931
1203,5/2/2023,55,32,8,11,5,3,91.55172414,32,91.55172414
1204,5/3/2023,58,33,9,11,5,2,96.62068966,33,96.62068966
1205,5/4/2023,127,37,8,7,6,3,305.6046512,37,305.6046512
1206,5/5/2023,71,37,9,10,6,3,135.137931,37,135.137931
1207,5/6/2023,75,25,8,7,6,3,148.7931034,25,148.7931034
1208,5/7/2023,62,33,14,11,6,3,104.4137931,33,104.4137931
1209,5/8/2023,79,36,10,9,6,3,162.4482759,36,162.4482759
1210,5/9/2023,71,40,11,10,6,3,135.137931,40,135.137931
1211,5/10/2023,68,65,41,9,6,2,124.8965517,65,124.8965517
